node_id,name,jurisdiction,company_type,address,incorporation_date,inactivation_date,dorm_date,status,struck_off_date,country_codes,sourceID,valid_until,term,origin,valid_until_year,incorporation_date_form,incorporation_year,inactivation_date_form,inactivation_year,dorm_date_form,dorm_date_year,struck_off_date_form,struck_off_date_year,avg_officers,years_operative,tax_haven,avg_colombians,name_2,type,subtype
55071483,"XO YACHT CHARTERS, LTD",MLT,NA,NA,12-FEB-2016,NA,NA,NA,NA,MLT,Paradise Papers - Malta corporate registry,2016,SALINAS,Officer,2016-12-31,2016-02-11T23:00:00Z,2016,NA,NA,NA,NA,NA,NA,NA,-1.046198537002665,1,NA,"XO YACHT CHARTERS, LTD",B2BC,Dealer
240025747,Koppen Group Limited,BVI,Business Corporation,NA,14-MAY-2015,NA,NA,Active,NA,VGB,"Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",2017,SALINAS,Officer,2017-12-31,2015-05-13T22:00:00Z,2015,NA,NA,NA,NA,NA,NA,NA,-0.8472128959969176,1,NA,Koppen Group Limited,B2BC,Contractor
240554191,The MSP Security Trust,USA,NA,NA,08-OCT-2015,NA,NA,NA,NA,NA,Pandora Papers - Trident Trust,1970,SALINAS,Officer,1970-12-31,2015-10-07T22:00:00Z,2015,NA,NA,NA,NA,NA,NA,NA,-5.523375459631982,0,NA,The MSP Security Trust,B2BC,Security Services
10027552,KEINES INVESTMENTS LIMITED,SEY,NA,"LIC. LUIS FERNANDO HERRERA TOLEDO LEGAL CENTER 6 AVENIDA 20-25 ZONA 10 CIUDAD DE GUATEMALA, REPÚBLICA DE GUATEMALA 01010",08-APR-2013,NA,NA,Active,NA,GTM,Panama Papers,2015,CUEVAS,Officer,2015-12-31,2013-04-07T22:00:00Z,2013,NA,NA,NA,NA,NA,NA,14.770956896794166,-0.8472128959969176,1,-0.1625561491524927,KEINES INVESTMENTS LIMITED,B2BC,Residential/Commercial
10169748,DARREN MANAGEMENT INC.,PMA,NA,LUIS CARLOS SERRANO PERALTA DG 136 # 86 - 59 CASA 32 BOGOTA D.C.- COLOMBIA,02-JAN-2015,NA,NA,Active,NA,COL,Panama Papers,2015,CUEVAS,Officer,2015-12-31,2015-01-01T23:00:00Z,2015,NA,NA,NA,NA,NA,NA,-0.20665724777736996,-1.046198537002665,1,-0.1625561491524927,DARREN MANAGEMENT INC.,B2BC,Contractor
10173071,"AUTOTEILE GRUPPE, INC.",PMA,NA,CONSULTORIA Y GESTION INTEGRAL CALLE 11B N 31A-18 POBLADO-LALINDE MEDELLIN COLOMBIA,06-AUG-2013,NA,NA,Active,NA,COL,Panama Papers,2015,CUEVAS,Officer,2015-12-31,2013-08-05T22:00:00Z,2013,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.8472128959969176,1,1.513836266651398,"AUTOTEILE GRUPPE, INC.",B2BC,Dealer
10197875,Natick Paper NP S.A.,CRI,NA,"HLB FAST & ABS AUDITORES Y CONSULTORES LTDA Calle 102 A#47A-09 NIT 800.159.484-7 BOGOTÁ, COLOMBIA",18-MAY-2015,NA,NA,Active,NA,COL,Panama Papers,2015,CUEVAS,Officer,2015-12-31,2015-05-17T22:00:00Z,2015,NA,NA,NA,NA,NA,NA,0.10755843357727765,-1.046198537002665,0,-0.1625561491524927,Natick Paper NP S.A.,B2BC,Dealer
10169990,Grupo Sanval Internacional S.A.,PMA,NA,LUIS CARLOS SERRANO PERALTA DG 136 # 86 - 59 CASA 32 BOGOTA D.C.- COLOMBIA,24-AUG-2015,NA,NA,Active,NA,COL,Panama Papers,2015,CUEVAS,Officer,2015-12-31,2015-08-23T22:00:00Z,2015,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-1.046198537002665,1,-0.1625561491524927,Grupo Sanval Internacional S.A.,B2B,Wholesale  Dealer
140095,Wayi Softmagic Investment (Cayman) Ltd.,CAYMN,Standard International Company,"David Chong & Co. Office B1, 7/F. Loyong Court 212-220 Lockhart Road Wanchai Hong Kong",14-MAR-2005,NA,NA,Active,NA,CYM,Offshore Leaks,2010,CUEVAS,Officer,2010-12-31,2005-03-13T23:00:00Z,2005,NA,NA,NA,NA,NA,NA,2.4118067635113603,-0.5487344344882965,1,-0.1625561491524927,Wayi Softmagic Investment (Cayman) Ltd.,B2BC,Computer Services
85031662,"STICHTING SION, LUGAR DE ADORACION",AW,NA,NA,29-AUG-2003,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,CUEVAS,Officer,2016-12-31,2003-08-28T22:00:00Z,2003,NA,NA,NA,NA,NA,NA,0.2422222970149837,0.24720812953469307,1,-0.1625561491524927,"STICHTING SION, LUGAR DE ADORACION",B2BC,Food
85040797,A.T.L.I. ARUBA'S TRAINING & LANGUAGE INSTITUTE,AW,NA,NA,01-OCT-2009,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,CUEVAS,Officer,2016-12-31,2009-09-30T22:00:00Z,2009,NA,NA,NA,NA,NA,NA,-0.20665724777736996,-0.3497487934825491,1,-0.1625561491524927,A.T.L.I. ARUBA'S TRAINING & LANGUAGE INSTITUTE,B2BC,Instruction
85042732,CUEVAS CONSTRUCTION AND CLEANING,AW,NA,NA,09-MAY-2011,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,CUEVAS,Officer,2016-12-31,2011-05-08T22:00:00Z,2011,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.5487344344882965,1,-0.1625561491524927,CUEVAS CONSTRUCTION AND CLEANING,B2BC,Contractor
85047466,"CUEVAS CONSTRUCTION, CLEANING & SERVICES VBA",AW,NA,NA,26-NOV-2014,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,CUEVAS,Officer,2016-12-31,2014-11-25T23:00:00Z,2014,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.8472128959969176,1,-0.1625561491524927,"CUEVAS CONSTRUCTION, CLEANING & SERVICES VBA",B2B,Janitorial Services
85035869,MELANEA CONSTRUCTION & CLEANING,AW,NA,NA,30-APR-2006,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,CUEVAS,Officer,2016-12-31,2006-04-29T22:00:00Z,2006,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.051270331973928024,1,-0.1625561491524927,MELANEA CONSTRUCTION & CLEANING,B2BC,Contractor
85041228,MELANEA CONSTRUCTION & CLEANING N.V.,AW,NA,NA,02-FEB-2010,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,CUEVAS,Officer,2016-12-31,2010-02-01T23:00:00Z,2010,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.4492416139854228,1,-0.1625561491524927,MELANEA CONSTRUCTION & CLEANING N.V.,B2B,Janitorial Services
85036436,STAR COSMETICS AND BEAUTY SUPPLY,AW,NA,NA,01-AUG-2006,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,CUEVAS,Officer,2016-12-31,2006-07-31T22:00:00Z,2006,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.051270331973928024,1,-0.1625561491524927,STAR COSMETICS AND BEAUTY SUPPLY,B2BC,Dealer
85039653,"""A.T.L.I."" ARUBA'S TRAINING AND LANGUAGE INSTITUTE",AW,NA,NA,05-NOV-2008,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,CUEVAS,Officer,2016-12-31,2008-11-04T23:00:00Z,2008,NA,NA,NA,NA,NA,NA,-0.20665724777736996,-0.2502559729796754,1,-0.1625561491524927,"""A.T.L.I."" ARUBA'S TRAINING AND LANGUAGE INSTITUTE",B2BC,Instruction
85037682,ARISMENDY CONFESSION,AW,NA,NA,15-JUL-2007,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,CUEVAS,Officer,2016-12-31,2007-07-14T22:00:00Z,2007,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.15076315247680172,1,-0.1625561491524927,ARISMENDY CONFESSION,B2BC,Instruction
85038752,ROLANDRE TRADING N.V. - MANDREA MINIMARKET,AW,NA,NA,08-SEP-1994,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,CUEVAS,Officer,2016-12-31,1994-09-07T22:00:00Z,1994,NA,NA,NA,NA,NA,NA,-0.630165340037982,1.1426435140605564,1,-0.1625561491524927,ROLANDRE TRADING N.V. - MANDREA MINIMARKET,B2BC,Food
85049108,SUPERCOLMADO DOMINICANO,AW,NA,NA,26-JAN-2016,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,CUEVAS,Officer,2016-12-31,2016-01-25T23:00:00Z,2016,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-1.046198537002665,1,-0.1625561491524927,SUPERCOLMADO DOMINICANO,B2BC,Food
85026317,TAKE AWAY LATINO,AW,NA,NA,25-FEB-2000,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,CUEVAS,Officer,2016-12-31,2000-02-24T23:00:00Z,2000,NA,NA,NA,NA,NA,NA,-0.5208729291320175,0.5456865910433142,1,-0.1625561491524927,TAKE AWAY LATINO,B2BC,Food
85031619,FUNDACION IGLESIA PENTECOSTAL LA SANTIDAD,AW,NA,NA,25-AUG-2003,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,CUEVAS,Officer,2016-12-31,2003-08-24T22:00:00Z,2003,NA,NA,NA,NA,NA,NA,0.7359897962865729,0.24720812953469307,1,-0.1625561491524927,FUNDACION IGLESIA PENTECOSTAL LA SANTIDAD,PUB,Community Association
55050754,BET HOME LIMITED,MLT,NA,NA,20-MAR-2012,NA,NA,NA,NA,MLT,Paradise Papers - Malta corporate registry,2016,CUEVAS,Officer,2016-12-31,2012-03-19T23:00:00Z,2012,NA,NA,NA,NA,NA,NA,NA,-0.6482272549911702,1,NA,BET HOME LIMITED,B2BC,Contractor
240027966,FLORENCE POINT INC.,BVI,Business Corporation,NA,22-NOV-2011,NA,NA,Dissolved,NA,VGB,"Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",2017,CUEVAS,Officer,2017-12-31,2011-11-21T23:00:00Z,2011,NA,NA,NA,NA,NA,NA,NA,-0.4492416139854228,1,NA,FLORENCE POINT INC.,B2BC,Residential/Commercial
10098455,OVERSEAS CONSULTANTS CAPITAL LTD.,BVI,NA,ESTUDIO RAUL DOLDAN AMARELLI S.A PARAGUAY 2141 OFICINA 1208,28-AUG-2002,03-MAY-2010,NA,Defaulted,30-APR-2010,PRY,Panama Papers,2015,GUILLEN,Officer,2015-12-31,2002-08-27T22:00:00Z,2002,2010-05-02T22:00:00Z,2010,NA,NA,2010-04-29T22:00:00Z,2010,-0.5906986360997171,-0.2502559729796754,1,-0.1625561491524927,OVERSEAS CONSULTANTS CAPITAL LTD.,B2BC,Financial Services
10129586,HEADLAND PROPERTIES LIMITED,BVI,NA,MOSSACK FONSECA & CO. (PERU) CORP. SAFFREY SQUARE SUITE 205; BANK LANE P. O. BOX N-8188 NASSAU; BAHAMAS **S.I.**,10-AUG-2007,01-MAY-2012,NA,Defaulted,30-APR-2012,BHS,Panama Papers,2015,GUILLEN,Officer,2015-12-31,2007-08-09T22:00:00Z,2007,2012-04-30T22:00:00Z,2012,NA,NA,2012-04-29T22:00:00Z,2012,-0.20665724777736996,-0.5487344344882965,1,-0.1625561491524927,HEADLAND PROPERTIES LIMITED,B2BC,Residential/Commercial
10100108,112SERVICES CORP.,PMA,NA,IPIÑA NAGEL ABOGADOS AV. HERNANDO SILES NO. 5259 EDIF. LOS CISNES; MEZZ. NO. 3; OBRAJES LA PAZ BOLIVIA,06-OCT-2009,21-JAN-2015,NA,Defaulted,15-JAN-2015,BOL,Panama Papers,2015,GUILLEN,Officer,2015-12-31,2009-10-05T22:00:00Z,2009,2015-01-20T23:00:00Z,2015,NA,NA,2015-01-14T23:00:00Z,2015,-0.5208729291320175,-0.4492416139854228,1,-0.1625561491524927,112SERVICES CORP.,B2BC,Computer Services
10154500,HALLEY ASSOCIATES CORPORATION,BVI,NA,MOSSACK FONSECA & CO. (PERU) CORP. SAFFREY SQUARE SUITE 205; BANK LANE P. O. BOX N-8188 NASSAU; BAHAMAS **S.I.**,29-MAY-2012,NA,NA,Active,NA,BHS,Panama Papers,2015,GUILLEN,Officer,2015-12-31,2012-05-28T22:00:00Z,2012,NA,NA,NA,NA,NA,NA,-0.20665724777736996,-0.7477200754940438,1,-0.1625561491524927,HALLEY ASSOCIATES CORPORATION,B2BC,Financial Services
10147348,BOYERO INTERNATIONAL S.A.,BVI,NA,MOSSACK FONSECA & CO. (PERU) CORP. SAFFREY SQUARE SUITE 205; BANK LANE P. O. BOX N-8188 NASSAU; BAHAMAS **S.I.**,22-MAY-2012,NA,NA,Active,NA,BHS,Panama Papers,2015,GUILLEN,Officer,2015-12-31,2012-05-21T22:00:00Z,2012,NA,NA,NA,NA,NA,NA,-0.20665724777736996,-0.7477200754940438,1,-0.1625561491524927,BOYERO INTERNATIONAL S.A.,B2BC,Referral Services
10208862,PENSHORE MANAGEMENT LTD.,BVI,NA,CONSADI ASOCIADOS EDIFICIO TORRE LIBERTAD PLAZA DE CAGANCHA 1335 P. 7 MONTEVIDEO 11.000 URUGUAY *S.I.*,27-JUL-2011,NA,NA,Active,NA,URY,Panama Papers,2015,GUILLEN,Officer,2015-12-31,2011-07-26T22:00:00Z,2011,NA,NA,NA,NA,NA,NA,0.10755843357727765,-0.6482272549911702,1,-0.1625561491524927,PENSHORE MANAGEMENT LTD.,B2BC,Contractor
10150376,ERCROS INVESTMENT CORP.,BVI,NA,CONSADI ASOCIADOS EDIFICIO TORRE LIBERTAD PLAZA DE CAGANCHA 1335 P. 7 MONTEVIDEO 11.000 URUGUAY *S.I.*,27-JUL-2011,NA,NA,Active,NA,URY,Panama Papers,2015,GUILLEN,Officer,2015-12-31,2011-07-26T22:00:00Z,2011,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.6482272549911702,1,-0.1625561491524927,ERCROS INVESTMENT CORP.,B2BC,Residential/Commercial
10020235,SELMA ASSOCIATES CORP.,SEY,NA,KAREL BENTATA ZLIECHOVEC CALLE 94A NO. 7A-95 BOGOTA COLOMBIA,03-JUN-2005,NA,NA,Active,NA,COL,Panama Papers,2015,GUILLEN,Officer,2015-12-31,2005-06-02T22:00:00Z,2005,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.051270331973928024,1,-0.1625561491524927,SELMA ASSOCIATES CORP.,B2BC,Financial Services
133381,SOUTHDOWN LTD.,BVI,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",20-JAN-1992,NA,NA,Struck / Defunct / Deregistered,NA,VGB,Offshore Leaks,2010,GUILLEN,Officer,2010-12-31,1992-01-19T23:00:00Z,1992,NA,NA,NA,NA,NA,NA,-0.48779759425258096,0.7446722320490615,1,-0.1625561491524927,SOUTHDOWN LTD.,B2BC,Residential/Commercial
20144173,"GLOBAL COMMUNICATIONS SERVICES, INC.",BAH,NA,NA,22-JUN-2006,NA,NA,NA,NA,NA,Bahamas Leaks,2016,GUILLEN,Officer,2016-12-31,2006-06-21T22:00:00Z,2006,NA,NA,NA,NA,NA,NA,0.4217741149319253,-0.051270331973928024,1,-0.1625561491524927,"GLOBAL COMMUNICATIONS SERVICES, INC.",B2BC,Computer Services
82017833,WORLD OIL SERVICES CORPORATION,KY,NA,NA,27-MAY-1994,NA,NA,NA,NA,CYM,Paradise Papers - Appleby,2014,GUILLEN,Officer,2014-12-31,1994-05-26T22:00:00Z,1994,NA,NA,NA,NA,NA,NA,0.3619235089596114,0.943657873054809,0,-0.1625561491524927,WORLD OIL SERVICES CORPORATION,B2B,Wholesale  Dealer
85027553,GUILLEN INSURANCE CONSULTANTS (ARUBA) N.V.,AW,NA,NA,06-DEC-2000,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2000-12-05T23:00:00Z,2000,NA,NA,NA,NA,NA,NA,-0.299073624646384,0.5456865910433142,1,-0.1625561491524927,GUILLEN INSURANCE CONSULTANTS (ARUBA) N.V.,B2BC,Financial Services
85034650,"INDUSTRIAL ALLIANCE INSURANCE AND FINANCIAL SERVICES, INC.",AW,NA,NA,24-JUN-2005,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2005-06-23T22:00:00Z,2005,NA,NA,NA,NA,NA,NA,-0.5208729291320175,0.04822248852894567,1,-0.1625561491524927,"INDUSTRIAL ALLIANCE INSURANCE AND FINANCIAL SERVICES, INC.",B2BC,Financial Services
85040484,DESTINY IMPORT & EXPORT CO.,AW,NA,NA,01-OCT-2009,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2009-09-30T22:00:00Z,2009,NA,NA,NA,NA,NA,NA,-0.20665724777736996,-0.3497487934825491,1,-0.1625561491524927,DESTINY IMPORT & EXPORT CO.,B2B,Wholesale  Dealer
85047007,PIEL CARIBE VBA,AW,NA,NA,19-JUN-2014,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2014-06-18T22:00:00Z,2014,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.8472128959969176,1,-0.1625561491524927,PIEL CARIBE VBA,B2BC,Food
85038531,HULK HONEY TRANSPORT & CONSTRUCTION,AW,NA,NA,30-JAN-2008,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2008-01-29T23:00:00Z,2008,NA,NA,NA,NA,NA,NA,-0.20665724777736996,-0.2502559729796754,1,-0.1625561491524927,HULK HONEY TRANSPORT & CONSTRUCTION,B2BC,Contractor
85041784,BUTTERFLY BOUTIQUE,AW,NA,NA,27-AUG-2010,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2010-08-26T22:00:00Z,2010,NA,NA,NA,NA,NA,NA,-0.20665724777736996,-0.4492416139854228,1,-0.1625561491524927,BUTTERFLY BOUTIQUE,B2BC,Dealer
85021603,"W.I.B. GENERAL CONSTRUCTION, MAINTENANCE, LANDSCAPING & ELECTRONIC",AW,NA,NA,11-MAR-1997,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,1997-03-10T23:00:00Z,1997,NA,NA,NA,NA,NA,NA,-0.3009219521837643,0.8441650525519353,1,-0.1625561491524927,"W.I.B. GENERAL CONSTRUCTION, MAINTENANCE, LANDSCAPING & ELECTRONIC",B2BC,Contractor
85033588,"W.I.B. GENERAL CONSTRUCTION, MAINTENANCE, LANDSCAPING & ELECTRONIC",AW,NA,NA,26-OCT-2004,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2004-10-25T22:00:00Z,2004,NA,NA,NA,NA,NA,NA,-0.20665724777736996,0.14771530903181937,1,-0.1625561491524927,"W.I.B. GENERAL CONSTRUCTION, MAINTENANCE, LANDSCAPING & ELECTRONIC",B2BC,Contractor
85008576,PROMPT DEVELOPMENT CORPORATION N.V.,AW,NA,NA,04-AUG-1989,NA,NA,NA,31-DEC-1993,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,1989-08-03T22:00:00Z,1989,NA,NA,NA,NA,1993-12-30T23:00:00Z,1993,-0.20665724777736996,1.6401076165749249,1,-0.1625561491524927,PROMPT DEVELOPMENT CORPORATION N.V.,B2BC,Contractor
85005864,HERMA TRADING,AW,NA,NA,01-OCT-1985,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,1985-09-30T23:00:00Z,1985,NA,NA,NA,NA,NA,NA,-0.5208729291320175,2.0380788985864196,1,-0.1625561491524927,HERMA TRADING,B2B,Wholesale  Dealer
85033458,NISI TRADING,AW,NA,NA,30-SEP-2004,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2004-09-29T22:00:00Z,2004,NA,NA,NA,NA,NA,NA,-0.20665724777736996,0.14771530903181937,1,-0.1625561491524927,NISI TRADING,B2B,Wholesale  Dealer
85043464,AKI RESTAURANT,AW,NA,NA,16-DEC-2011,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2011-12-15T23:00:00Z,2011,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.5487344344882965,1,-0.1625561491524927,AKI RESTAURANT,B2BC,Food
85045671,AKI HORECA (ARUBA) VBA - AKI SUSHI RESTAURANT,AW,NA,NA,20-MAR-2012,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2012-03-19T23:00:00Z,2012,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.6482272549911702,1,-0.1625561491524927,AKI HORECA (ARUBA) VBA - AKI SUSHI RESTAURANT,B2BC,Food
85047496,AKI HORECA (ARUBA) VBA - AKI SUSHI EXPRESS,AW,NA,NA,20-MAR-2012,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2012-03-19T23:00:00Z,2012,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.6482272549911702,1,-0.1625561491524927,AKI HORECA (ARUBA) VBA - AKI SUSHI EXPRESS,B2BC,Food
85047616,AKI SUSHI EXPRESS 2,AW,NA,NA,01-JAN-2015,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2014-12-31T23:00:00Z,2015,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.9467057164997913,1,-0.1625561491524927,AKI SUSHI EXPRESS 2,B2BC,Food
85043063,"STICHTING ""FUNDACION DOMINICANA ARUBANSE JUAN PABLO DUARTE""",AW,NA,NA,17-AUG-2011,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2011-08-16T22:00:00Z,2011,NA,NA,NA,NA,NA,NA,1.6786368403505159,-0.5487344344882965,1,-0.1625561491524927,"STICHTING ""FUNDACION DOMINICANA ARUBANSE JUAN PABLO DUARTE""",PUB,Community Association
85034339,NAME IT,AW,NA,NA,20-APR-2005,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2005-04-19T22:00:00Z,2005,NA,NA,NA,NA,NA,NA,-0.20665724777736996,0.04822248852894567,1,-0.1625561491524927,NAME IT,B2BC,Dealer
85044164,MOVIES & MUSIC SHOP,AW,NA,NA,05-JUL-2012,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2012-07-04T22:00:00Z,2012,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.6482272549911702,1,-0.1625561491524927,MOVIES & MUSIC SHOP,B2BC,Dealer
85036456,A.I.S. ARUBA INDUSTRIAL SERVICES N.V.,AW,NA,NA,16-AUG-2006,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2006-08-15T22:00:00Z,2006,NA,NA,NA,NA,NA,NA,-0.46374280524935435,-0.051270331973928024,1,-0.1625561491524927,A.I.S. ARUBA INDUSTRIAL SERVICES N.V.,B2BC,Contractor
85045872,SABOR LATINO COSTENO,AW,NA,NA,11-JUN-2013,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2013-06-10T22:00:00Z,2013,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.7477200754940438,1,-0.1625561491524927,SABOR LATINO COSTENO,B2BC,Food
85039724,TRIKES PLAN B N.V.,AW,NA,NA,21-NOV-2008,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2008-11-20T23:00:00Z,2008,NA,NA,NA,NA,NA,NA,-0.6954371965512662,-0.2502559729796754,1,-0.1625561491524927,TRIKES PLAN B N.V.,B2BC,Contractor
85022560,INVERHOLDING A.V.V.,AW,NA,NA,14-NOV-1997,NA,NA,NA,27-DEC-2011,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,1997-11-13T23:00:00Z,1997,NA,NA,NA,NA,2011-12-26T23:00:00Z,2011,-0.23807881591283478,0.8441650525519353,1,-0.1625561491524927,INVERHOLDING A.V.V.,B2BC,Financial Services
85048718,AMORE KIDS,AW,NA,NA,13-OCT-2015,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2015-10-12T22:00:00Z,2015,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.9467057164997913,1,-0.1625561491524927,AMORE KIDS,B2BC,Instruction
85048719,C.G. MINDWISE CENTRUM,AW,NA,NA,01-OCT-2015,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,GUILLEN,Officer,2016-12-31,2015-09-30T22:00:00Z,2015,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.9467057164997913,1,-0.1625561491524927,C.G. MINDWISE CENTRUM,B2BC,Computer Services
101736454,SUELOPETROL LLA-61 INC.,BRB,NA,NA,15-NOV-2012,NA,NA,NA,NA,BRB,Paradise Papers - Barbados corporate registry,2016,GUILLEN,Officer,2016-12-31,2012-11-14T23:00:00Z,2012,NA,NA,NA,NA,NA,NA,1.0502054776412204,-0.6482272549911702,1,-0.1625561491524927,SUELOPETROL LLA-61 INC.,B2BC,Financial Services
101735360,SUELOPETROL (BARBADOS) CORP.,BRB,NA,NA,02-DEC-2011,NA,NA,NA,NA,BRB,Paradise Papers - Barbados corporate registry,2016,GUILLEN,Officer,2016-12-31,2011-12-01T23:00:00Z,2011,NA,NA,NA,NA,NA,NA,0.7359897962865729,-0.5487344344882965,1,-0.1625561491524927,SUELOPETROL (BARBADOS) CORP.,B2BC,Dealer
102136565,OCEAN INTERNATIONAL REINSURANCE COMPANY LIMITED,BRB,NA,NA,20-DEC-2012,NA,NA,NA,NA,BRB,Paradise Papers - Barbados corporate registry,2016,GUILLEN,Officer,2016-12-31,2012-12-19T23:00:00Z,2012,NA,NA,NA,NA,NA,NA,1.0502054776412204,-0.6482272549911702,1,-0.1625561491524927,OCEAN INTERNATIONAL REINSURANCE COMPANY LIMITED,B2BC,Financial Services
101738432,SEPCA (BARBADOS) LTD.,BRB,NA,NA,15-JUL-2014,NA,NA,NA,NA,BRB,Paradise Papers - Barbados corporate registry,2016,GUILLEN,Officer,2016-12-31,2014-07-14T22:00:00Z,2014,NA,NA,NA,NA,NA,NA,0.4217741149319253,-0.8472128959969176,1,-0.1625561491524927,SEPCA (BARBADOS) LTD.,B2BC,Dealer
100937791,"HUDSON INTERNATIONAL INSURANCE COMPANY, LTD.",BRB,NA,NA,09-JAN-2014,NA,NA,NA,NA,BRB,Paradise Papers - Barbados corporate registry,2016,GUILLEN,Officer,2016-12-31,2014-01-08T23:00:00Z,2014,NA,NA,NA,NA,NA,NA,0.10755843357727765,-0.8472128959969176,1,-0.1625561491524927,"HUDSON INTERNATIONAL INSURANCE COMPANY, LTD.",B2BC,Financial Services
100339702,AMERICAN INTERNATIONAL INSURANCE MANAGERS LIMITED,BRB,NA,NA,12-AUG-2015,NA,NA,NA,NA,BRB,Paradise Papers - Barbados corporate registry,2016,GUILLEN,Officer,2016-12-31,2015-08-11T22:00:00Z,2015,NA,NA,NA,NA,NA,NA,0.7359897962865729,-0.9467057164997913,1,-0.1625561491524927,AMERICAN INTERNATIONAL INSURANCE MANAGERS LIMITED,B2BC,Financial Services
