search_address,api_address,countryode,lat,lon,nr_matches,match_level
RUA PIRAPETINGA 537 AP 2001 SERRA 30220 150 BELO HORIZONTE MG BRAZIL,"537, Rua Pirapetinga, Belo Horizonte, Belo Horizonte, Minas Gerais, 30220-150, Brazil",BRA,-19.943903,-43.922232,1,building  
RUA S VICENTE DE PAULA 291 10 APTO 101 STA CECILIA CEP: 01229 010 SAO PAULO SP BRAZIL,"01000, Sao Paulo, São Félix Do Xingu, Sao Felix do Xingu, Para, 01000, Brazil",BRA,-8.110543,-52.815097,10,building  
RUA TABAPUA 266 APTO 73 CEP: 04533 050 SAO PAULO SP BRAZIL,"266, Rua Tabapua, Pinheiros District, São Paulo, Sao Paulo, Sao Paulo, 01433-000, Brazil",BRA,-23.582137,-46.672244,1,building  
RUA TRIFANA 739 AP 801 SERRA 60210 570 BELO HORIZONTE MG BRAZIL,"739, Rua Trifana, Belo Horizonte, Belo Horizonte, Minas Gerais, 30210-570, Brazil",BRA,-19.944281,-43.917394,6,building  
RUE DE LA TERRASSIERE 37 CH 1207 GENEVA SWITZERLAND,"Rue de la Terrassière, Les Eaux-Vives, Eaux-Vives, Geneva, 1207, Switzerland",CHE,46.2003239,6.1598573,1,street  
RUITOQUE CONDOMINIO CASA 53 BUCARAMANGA COLOMBIA,"Ruitoque Condominio, Piedecuesta, Santander, Colombia",COL,7.025202,-73.084979,10,county  
SABINOS 107 COL JURICA QUERETARO QRO C P 76100 MEXICO,"107, Jurica, Querétaro, Querétaro, 76220, Mexico",MEX,20.823682,-100.444213,10,building  
SAFFREY SQUARE SUITE 205 BANK LANE P O BOX N 8188 NASSUA BAHAMAS,NA,NA,NA,NA,5,NA
SAME AS ABOVE AMERICAN SAMOA,"Same Drive, Arusha Urban, Arusha, Tanzania",ASM,-3.360938,36.665121,10,street  
SAMUEL LEWIS CONDOMINIO FIESTA APTO 10 B,"Memorial Alcalde Samuel Trenouas, Cachapoal, Del Libertador B Ohiggins, Chile",,-34.464851,-70.894866,10,county  
SAN FRANCISCO 2 Y 85 CARRASQUILLA 10000 E NUM38 A21 UNITED STATES,"10000, Aba Lane, 2, Washington County, Nebraska, 68008, USA",USA,41.519417,-96.101832,10,building  
SANGOLQUI CALLE LUIS CORDERO 377 Y AV GENERAL ENRIQUEZ EDIFICIO RIVER MALL OFICINA 1 2 FRENTE A FARMACIA HUMANA SANGOLQUI PICHINCHA ECUADOR,"Oe2-260, Puembo frente a los bomberos, Quito, Quito, Pichincha, Ecuador",ECU,-0.220018,-78.338699,10,building  
SAN JOSE COSTA RICA,"San José, Hospital, Cantón San José, San Jose Province, 10103, Costa Rica",CRI,9.9325427,-84.0795782,2,city  
SAN LUIS ARMSTRONG COUNTY OF SANTA FE REPUBLIC OF ARGENTINA,"Hotel San Luis, 274, Bulevar Ovidio Lagos, General López, Santa Fe Province, Argentina",ARG,-33.76001,-61.97,10,venue  
SAN MARINO 1429 MONTEVIDEO URUGUAY,"1429, Av San Marino, Montevideo, Municipio D, Montevideo, 11407, Uruguay",URY,-34.893568,-56.073338,2,building  
SAN MIGUEL ARCANGEL CASA 1 CUIDAD DEL CARMEN 24140 MEXICO,Mexico,MEX,23.920061,-102.289691,1,country  
SANTA ANA RIO ORO CONDOMINIO CASA SOL 23 SAN JOSE COSTA RICA,"Terminal Santa Ana, San José, San Jose, San José, Costa Rica",CRI,9.936235,-84.085947,10,city  
SANTA FE 1467 ROSARIO PROV SANTA FE ARGENTINA 2000,"Calle Santa Fé, Alcala de Henares, Madrid, Spain",ARG,40.475532,-3.374845,2,street  
SANTO DOMINGO DE HEREDIA COSTA RICA,"Cantón Santo Domingo, Heredia Province, Costa Rica",CRI,9.987976,-84.06513476554412,3,county  
SCAZÚ PLAZA ROBLE EDIF LOS BALCONES 4TO PISO COSTA RICA,"Calle Plaza, Mora, San José, Costa Rica",CRI,9.925458,-84.270432,10,street  
SKY VILLA 187 SOUTH SATHORN RD YANNAWA SATHORN ROOM 2501BANGKOK 10120 THAILAND,"1, Sathorn Soi 3 South Sathorn Road, Si Lom, Bangkok, Sai Mai, Bangkok, 10120, Thailand",THA,13.723095,100.537149,10,building  
STREET 103 NO 20 42 APTO 304 BOGOTA COLOMBIA,"IN 103, Kr 106, Bogotá, Bogotá, D.C., Bogota D.C., Colombia",COL,4.674729,-74.157837,10,building  
STREET 76 73 73 BARRANQUILLA COLOMBIA,NA,NA,NA,NA,5,NA
STREET CAMINO REAL KARINA BUILDING APARTMENT 4 MARCO POLO PANAMA CITY REPUBLIC OF PANAMA PANAMÁ,NA,NA,NA,NA,5,NA
SUITE 402 BANK STREET BUILDING KHALID BIN WALEED STREET DUBAI UAE UNITED ARAB EMIRATES,"Khalid Bin Al Waleed Street, Al Ghuwair, Sharjah, Sharjah, Sharjah, United Arab Emirates",ARE,25.35899,55.390033,1,street  
SUKHUMVIT SOI 30 G MANSION APT 10 B BANGKOK 10110 THAILAND,"30/33, Sukhumvit Soi 11, Sukhumwit, Bangkok, Sai Mai, Bangkok, 10110, Thailand",THA,13.744945,100.556094,1,building  
TALCAHUANO 778 PISO 1 BUENOS AIRES ARGENTINA,"778, Talcahuano, San Nicolas, Buenos Aires, Autonomous City of Buenos Aires, Argentina",ARG,-34.5995,-58.3856,1,building  
TIERRA NEGRA CA 74 ENTRE AV 13A Y 14ª ED SARANDI 7 A BELLAVISTA ZULIA 4002 102 VENEZUELA,"Calle 79 entre Av. 3D y 3C, Dr. Quintero, Maracaibo, Maracaibo, Zulia, 4002, Venezuela",VEN,10.665064,-71.600043,10,building  
TODOS LOS SANTOS 216 Y CEDROS URDESA CENTRAL GUAYAQUIL ECUADOR,"Guayaquil, Guayaquil, Guayas, Ecuador",ECU,-2.189354,-79.889587,2,city  
TOMAS DE TEZANOS 1107 APTO 801 MONTEVIDEO URUGUAY,"1107, Tomás de Tezanos, Montevideo, Municipio D, Montevideo, Uruguay",URY,-34.9045433,-56.1331533,1,building  
TORRE LAS MERCEDES 2DO PISO CHUAO CARACAS VENEZUELA,"Torre Las Delicias, Caracas, Avila, Distrito Capital, Venezuela",VEN,10.495761,-66.873582,10,city  
TRANSVERSAL 58 104B 93 BOGOTA COLOMBIA,"104B 93, Tv 58, Bogotá, Bogotá, D.C., Bogota D.C., Colombia",COL,4.693621,-74.065942,1,building  
TRANSVERSAL 76ª NO 174 05 INT 14 BOGOTA DC – COLOMBIA,"Transversal 76A, Bogotá, Bogotá, D.C., Bogota D.C., Colombia",COL,4.704823,-74.092862,2,street  
TREINTA Y SIETE PUNTO CINCO,NA,NA,NA,NA,5,NA
U 310 470 ST KILDA RD MELBOURNE VIC 3004 AUSTRALIA,"470, St Kilda Road, Melbourne, Melbourne, Victoria, 3004, Australia",AUS,-37.841272,144.976926,1,building  
UNIT 612 MARBELLA I CONDOMINIUM 2223 ROXAS BOULEVARD PASAY CITY 13000 PHILIPPINES,"2223, Roxas Boulevard, Santa Clara, Pasay, National Capital District, Philippines",PHL,14.548828,120.991037,7,building  
URBANIZACIÓN BUENOS AIRES Nº 1 AVENIDA SAN CARLOS Nº 124 SAN SALVADOR EL SALVADOR CENTRO AMÉRICA,"Avenida San Carlos, San Salvador, San Salvador, San Salvador, El Salvador",SLV,13.710187,-89.207471,1,street  
URBANIZACIÓN LA CHIMENEA EDIFICIO GARDEN PLAZA PISO 12 APTO 12 13 VALENCIA VENEZUELA,"Urbanización la Malla, Segart, Valencia, Spain",VEN,39.684942,-0.389719,10,street  
URBANIZATION AUQUI CHICO 51 CUMBAYA QUITO REPUBLIC OF ECUADOR,"Auqui, Quito, Quito, Pichincha, Ecuador",ECU,-0.109879,-78.426283,10,street  
URB BIBLOS KM 2 1/2 VIA SAMBORONDON ECUADOR,"10500, Vía Samborondón, Samborondón, Guayas, Ecuador",ECU,-2.06217,-79.871743,10,building  
URB EL CONDADO N73D QUITO ECUADOR,"Urb. El Condado, Quito, Quito, Pichincha, Ecuador",ECU,-0.103583,-78.500071,3,city  
URB EL PALACIO 16 – SACHACA – AREQUIPA – PERÚ,"El Palacio de la Zarza, Avenida Dolores, Arequipa, Arequipa, Arequipa, Peru",PER,-16.413246,-71.528155,3,venue  
URB EL PALACIO I 6 SACHACA AREQUIPA AREQUIPA PERÚ,"416, Palacio Viejo, Arequipa, Arequipa, Arequipa, Peru",PER,-16.399674,-71.539667,10,building  
URB EL RIO MZ 105 SOLAR 2 KM 2 1 72 VIA A SAMBORONDON GUAYAQUIL ECUADOR,"10500, Vía Samborondón, Samborondón, Guayas, Ecuador",ECU,-2.06217,-79.871743,10,building  
URB LA CAMPIÑA MZ: ELT 5 6 AREQUIPA PERÚ,"Arequipa, Arequipa, Arequipa, Peru",PER,-16.405748,-71.540056,4,city  
URB LAGUNA DORADA MZ1 SL 46 GUAYAQUIL ECUADOR,"Calle 46, Guayaquil, Guayaquil, Guayas, Ecuador",ECU,-2.116762,-79.970748,10,street  
URB LAS BROMELIAS Y NARANJOS LT 40 CALLE E15 25 CDLA EL BATÁN QUITO ECUADOR,NA,NA,NA,NA,5,NA
URB LA VIRGINIA AVENIDA 3C 0002208000 C RES LAS PIEDRAS 69 46 A 100 MTSDEL HOTEL DEL LAGO MBO MARACAIBO ZUL UNITED STATES,"13065 3C, Virginia Boulevard, Carmel, Hamilton County, Indiana, 46032, USA",USA,39.97734,-86.153039,3,building  
URB LA VIRGINIA AVENIDA 3C C RES LAS PIEDRAS MARACAIBO VENEZUELA,"Maracaibo, Maracaibo, Zulia, Venezuela",VEN,10.646365,-71.60614,2,city  
URB LOS SAUCES CHALLAPAMPA LOTE 12 CERRO COLORADO UNITED STATES,USA,USA,39.71614,-96.999246,2,country  
URB OBARRIO CALLE 48 P H TIME SQUARE PLAZA PISO 2 PANAMA REP DE PANAMA PANAMÁ,"8B, Calle Abel Bravo Obarrio, Panama City, Panamá, Panama, Panama",PAN,8.952129,-79.541689,10,building  
URB OBARRIO PH TIME SQUARE PLAZA 2ND FLOOR PANAMA CITY REPUBLIC OF PANAMA PANAMÁ,"Apple Square Plaza, Edgefield, Edgefield County, South Carolina, 29824, USA",PAN,33.79815,-81.890323,10,street  
URB OBARRIO PH TIME SQUARE PLAZA PISO 2 CALLE 57 Y 58 PANAMA REPUBLICA DE PANAMA PANAMÁ,"41, Fazenda Piso 2, Flores de Goias, Goias, 73890-000, Brazil",PAN,-15.015557,-46.608372,10,building  
URB SAN JUDAS TADEO CALLE 2 12 SAN CRISTOBAL TACHIRA VENEZUELA,"San Cristóbal, San Cristóbal, Táchira, Venezuela",VEN,7.786513,-72.20901,1,city  
VANESSA BUENO RENNO R C QUERCIA,"Contrada Quercia, Monterubbiano, Fermo, Italy",,43.106311,13.714628,10,street  
VEREDA BOJACA EL BOSQUE DE CHIA CASA EL MARANON CUNDINAMARCA COLOMBIA,"a Bojacá, Zipacón, Cundinamarca, Colombia",COL,4.735252,-74.398715,10,street  
VERNAZA NORTE MZ 14 VILLA 25 GUAYAQUIL ECUADOR,"Mz. 4 villa # 6, Ciudadela Naval Norte, Guayaquil, Guayaquil, Guayas, Ecuador",ECU,-2.181073,-79.891063,10,building  
VIA A LA COSTA KILÓMETRO 19 5 GUAYAQUIL ECUADOR,"Guayaquil, Guayaquil, Guayas, Ecuador",ECU,-2.189354,-79.889587,2,city  
VÍA INTERVALLES KM 2 5 URB PALLARES MENESES CONJUNTO SAMAYUC CASA 1 QUITO ECUADOR,"Quito, Quito, Pichincha, Ecuador",ECU,-0.221002,-78.513579,3,city  
VÍCTOR EMILIO ESTRADA 814 A ENTRE GUAYACANES E HIGUERAS UNITED STATES,USA,USA,39.71614,-96.999246,2,country  
VÍCTOR EMILIO ESTRADA NO 814 A ENTRE GUAYACANES E HIGUERAS GUAYAQUIL ¿ ECUADOR,"Guayaquil, Guayaquil, Guayas, Ecuador",ECU,-2.189354,-79.889587,2,city  
VICTOR MAURTUA 140 OF 605 SAM ISIDRO LIMA PERU PERÚ,"Peru, Miami County, Indiana, USA",PER,40.756361,-86.067797,10,city  
VIRREY TOLEDO 350 SAN ISIDRO LIMA PERÚ,"Calle Virrey Toledo, Centro financiero de San Isidro, San Isidro, Province of Lima, Lima Metropolitan Area, Lima, 15046, Peru",PER,-12.0920403,-77.0312509,2,street  
VISTA ALEGRE QUINTA NORTE 232 A ARRAIJAN CUIDAD DE PANAMA PANAMÁ,"Arraiján, Arraiján, Panama, Panama",PAN,8.95,-79.65,2,city  
WILLIAMSON PLACE LA BOCA ANCON BUILDING 750 A PANAMA REPUBLIC OF PANAMA PANAMÁ,"20550, Williamson, Charter Township of Clinton, Macomb County, Michigan, 48035, USA",PAN,42.541052,-82.91045,10,building  
WORLD TRADE CENTER BUILDING 8TH FL MARBELLA 54TH ST PANAMA REPUBLIC OF PANAMA PANAMÁ,"54, Flat Crown Street, City of Tshwane, Gauteng, South Africa",PAN,-25.912658,28.087933,10,building  
XING GUO GARDEN APT 406 NO 1 LANE 308 HUNAN ROAD SHANGHAI 200031 CHINA,"Hunan Road, Beicai Zhen, Shanghai, Shanghai Shi, Shanghai, China",CHN,31.19616,121.545514,4,street  
YAGUARI 2182 MONTEVIDEO URUGUAY,"Filar S. A., 2182, Yaguarí, Jacinto Vera, Montevideo, 11800, Uruguay",URY,-34.8756611,-56.16903013476774,3,venue  
YOLANDA FERNANDEZ FUENTES CL GARDENIAS 15 5 D 28925 ALCORCON MADRID SPAIN,"15, Calle de las Gardenias, Valdeacederas, Madrid, Madrid, 28039, Spain",ESP,40.465705,-3.705081,10,building  
ZELAYA NO 2561 ROSARIO PCIA SANTA FE ARGENTINA,"2300, Zelaya, Rosario, Rosario, Santa Fe Province, S2005, Argentina",ARG,-32.891961,-60.697371,10,building  
ZION HILL VILLA THE TRYALL CLUB SANDY BAY HANOVER JAMAICA,NA,NA,NA,NA,5,NA
SANTA INES N3 389 PRINCIPAL LTE 8 B MENESES PALLARES PICHINCHA QUITO ECUADOR,"E1-123, Gonzalo Meneses, Quito, Quito, Pichincha, Ecuador",ECU,-0.209732,-78.400762,10,building  
URB LA SAIBA M2 L VILLA 22 HOUSE 2 FLOOR TERRACOTA COLOR REGION COSTA GUAYAS ECUADOR,NA,NA,NA,NA,5,NA
CR 32 CL 10 130 INT 1501 COSTA RICA,"Costa Rica, Culiacán, Sinaloa, Mexico",CRI,24.590094,-107.389046,10,city  
JR DAVID SAMANEZ OCAMPO 280 DPTO 201 SAN ISIDRO LIMA 27 PERÚ,"San Isidro, Peru",PER,-12.11667,-77.05,10,city  
CL 36 D CUR CR 26 A 30 (INT 104),"36, R D Dinis, Albergaria-A-Velha, Aveiro, 3850-037, Portugal",,40.681246,-8.488978,10,building  
TORRES DEL PARQUE NUMERO 10M SABANA NORTE SAN JOSE COSTA RICA,NA,NA,NA,NA,5,NA
CARRERA 11 N° 94 47 OFICINA 702 BOGOTÁ COLOMBIA,"Bogotá, Bogotá, D.C., Bogota D.C., Colombia",COL,4.635456,-74.08768,4,city  
CARRERA 11 NO 82 01 PISO 10 COLOMBIA,"82-01, Carrera 11, Bogotá, Bogotá, D.C., Bogota D.C., Colombia",COL,4.666078,-74.052899,1,building  
AV DEL ESTABLO Y CALLE C EDIFICIO SITECENTER OFICINA 201 HACIENDA PISINGALLI QUITO CONOCOTO ECUADOR,NA,NA,NA,NA,5,NA
CERRO SAN FRANCISCO 525 CASUARINAS SURCO LIMA 33 PERÚ,"Surco, Huarochiri, Lima, Peru",PER,-11.89056,-76.43806,4,city  
CARRERA 76 NO 175 50 INTERIOR 3 BOGOTÁ COLOMBIA,"175 70, Kr 76, Bogotá, Bogotá, D.C., Bogota D.C., Colombia",COL,4.7659,-74.063157,10,building  
CALLE 64 SUR 39 211 SABANETA ANTIOQUIA COLOMBIA,"Calle 64 Sur, San Isidro, Sabaneta, Valle de Aburrá, Antioquia, RAP del Agua y la Montaña, 055450, Colombia",COL,6.1543172,-75.611749,1,street  
CR 35 CL 16 A SUR 180 INTERIOR 501 MEDELLÍN ANTIOQUIA COLOMBIA,"Medellín, Medellín, Antioquia, Colombia",COL,6.276949,-75.576955,1,city  
STREET 5B 43 B 50 MEDELLIN COLOMBIA,"Medellín, Medellín, Antioquia, Colombia",COL,6.276949,-75.576955,7,city  
VIA TASSO 6 6900 LUGANO SWITZERLAND,"6, Via Torquato Tasso, Lugano, Lugano, Ticino, 6900, Switzerland",CHE,46.003038,8.948558,1,building  
CL 37 B SUR CR 27 A 45 INTERIOR 107 MEDELLÍN ANTIOQUÍA COLOMBIA,"Medellín, Medellín, Antioquia, Colombia",COL,6.276949,-75.576955,1,city  
150 NORTE DE IGLESIA PERPETUO SOCORRO SABANA SUR SAN JOSE COSTA RICA,NA,NA,NA,NA,5,NA
CRA 23 11 119 APTO 601 BOGOTÁ COLOMBIA,"Bogotá, Bogotá, D.C., Bogota D.C., Colombia",COL,4.635456,-74.08768,4,city  
CL 101 KR 16A 159 MANZANA 3 CASA 45,NA,NA,NA,NA,5,NA
AVE FERROCARRIL RIO FRIO 419 A55 CUCHILLA DEL MORAL 1 IZTACALCO 09319 MEXICO CITY,"28, Ferrocarril Río Frío, Sur 12 C Fovissste, Mexico City, Benito Juárez, Ciudad de México, Mexico",MEX,19.38382,-99.066626,7,building  
GIL RAMIREZ DAVALOS Y EL PEDREGAL CUENCA ECUADOR,"Cuenca, Cuenca, Azuay, Ecuador",ECU,-2.90054,-79.00453,2,city  
ALFONSO RUMAZO GONZALEZ E15 87 QUITO ECUADOR,"Quito, Quito, Pichincha, Ecuador",ECU,-0.22985,-78.52495,2,city  
ANDRES AVELINO CÁCERES 96 BL B DPTO 602 URB SANTA VICTORIA CHICLAYO LAMBAYEQUE PERÚ,NA,NA,NA,NA,5,NA
CALLE 152A 16A 61 BOGOTÁ COLOMBIA,"Calle 152A, Turingia, UPZ Suba, Localidad Suba, Bogota, Bogota, Capital District, RAP (Especial) Central, 111161, Colombia",COL,4.7506453,-74.0891088,10,street  
CR 32 CL10 130 INT 1501 MEDELLIN COLOMBIA,"Medellín, Medellín, Antioquia, Colombia",COL,6.276949,-75.576955,7,city  
34 SPRINGFIELD ROAD LONDON NW8 OQN UNITED KINGDOM,"34, Springfield Road, St. John's Wood, London, Greater London, NW8 0QN, United Kingdom",GBR,51.538603,-0.180968,10,building  
CR 35 CL 16 A SUR 180 INTERIOR 601 MEDELLÍN ANTIOQUIA COLOMBIA,"Medellín, Medellín, Antioquia, Colombia",COL,6.276949,-75.576955,1,city  
EDIFICIO SARASOTA CENTER LOCAL 201 B BELL SARASOTA 39 SARA BELLA VISTA SANTO DOMINGO DOMINICAN REPUBLIC,"201, Bell Branch Lane, Jacksonville, St. Johns County, Florida, 32259, USA",DOM,30.102709,-81.591024,6,building  
MONTECITO 38 PISO 36 OFIC 31 COL NAPOLES BENITO JUAREZ MEXICO D F,"31, Calle Coronel Benito S. Zenea, Sur 12 C Fovissste, Mexico City, Benito Juárez, Ciudad de México, Mexico",MEX,19.39163,-99.044658,2,building  
CALLE PRINCIPAL L 50 SAN MIGUEL BUENA VISTA PUEBLIT ZONA ¨O¨ SANTA CATARINA PINULA GUATEMALA,"Buena Vista, Palencia, Guatemala, Guatemala",GTM,14.61667,-90.35,4,city  
AV GASPAR DE VILLARROEL E10 121 Y AV GASPAR DE VILLAROEL CONJUNTO PARQUE REAL PLAZA 6 PISO 4 OFICINA 44 QUITO ECUADOR,NA,NA,NA,NA,5,NA
CR 27 NO 7 B 180 INT 1303,"180, Св. Св. Кирил и Методий, Sofia, Sofiya, 1303, Bulgaria",,42.705522,23.307912,10,building  
RESIDENCIAS CASABLANCA PH C AVENIDA AUYANTEPUI URB TERRAZAS DEL COUNTRY VALENCIA 2001 ESTADO CARABOBO VENEZUELA,"Conjunto Residencial Auyantepui, El Hatillo, Miranda, Venezuela",VEN,10.447047,-66.794283,1,county  
RUA ANDREA PAULINETTI 00127 APT 152 JARDIM DAS ACACIAS SAO PAULO SP BRAZIL,"127, Rua Andrea Paulinetti, Itaim Bibi, São Paulo, Sao Paulo, Sao Paulo, Brazil",BRA,-23.6274482,-46.6892435,1,building  
CAMINO EL QUELTEHUE 4771 LO BARNECHEA SANTIAGO CHILE 7700537,"Camino El Atajo, Lo Lillo, Lo Barnechea, Santiago, Metropolitana, Chile",CHL,-33.363518,-70.539979,10,street  
CL 20 A SUR 22A 197 APTO 602 ED GUADAL UNITED STATES,"Edgecombe County, North Carolina, USA",USA,35.908041,-77.613554,8,county  
CALLE 76 73 73 BARRANQUILLA COLOMBIA,"Calle 76, El Porvenir, Localidad Norte - Centro Histórico, Perímetro Urbano Barranquilla, Barranquilla, Atlántico, RAP Caribe, 080001, Colombia",COL,10.9968271,-74.8100508,10,street  
PROL PASEO DE LA REFORMA 61 PISO 7 PASEO DE LAS LOMAS 01210 MEXICO DF MEXICO,"61, Paseo Nuevo, Pueblo San Francisco Tlaltenco, Mexico City, Benito Juárez, Ciudad de México, 13450, Mexico",MEX,19.29241,-99.014842,10,building  
MEADOW COTTAGE TITNESS PARK SUNNINGHILL BERKSHIRE SL5 OPS U K UNITED KINGDOM,"Meadowkirk Cottage 3 Parking Lot, 38123, Delta Farm Lane, Middleburg, Loudoun County, Virginia, 20117, USA",GBR,39.016072,-77.685481,1,venue  
CALLE 1 ENTRE 9 Y 10 CASA NO 1 33,"1, Strada Casa Presei Libere, Dămăroaia, Bucharest, Bucharest, 013701, Romania",,44.481388,26.070751,10,building  
ANACAONA AVENUE NO 73 TORRE ANACAONA I FIRST FLOOR SANTO DOMINGO DOMINICAN REPUBLIC,"Avenida Anacaona, Santo Domingo, Santo Domingo De Guzmán, Distrito Nacional, Dominican Republic",DOM,18.444959,-69.950988,9,street  
1200 FOUR SEASONS TOWER 1441 BRICKELL AVENUE MIAMI FLORIDA 33131 USA UNITED STATES,"1441, Brickell Avenue, Miami Financial District, Miami, Miami-Dade County, Florida, 33131, USA",USA,25.75848,-80.19256,10,building  
CARRERA 11 NO 82 01 PISO 10 COLOMBIA,"82-01, Carrera 11, Bogotá, Bogotá, D.C., Bogota D.C., Colombia",COL,4.666078,-74.052899,1,building  
EDIFICIO SARASOTA CENTER LOCAL 201 B BELL SARASOSA 39 SARA BELLA VISTA SANTO DOMINGO DOMINICAN REPUBLIC,"Calle Sara Ines, Santo Domingo Este, Santo Domingo, Dominican Republic",DOM,18.513975,-69.849277,1,street  
C11 79A 8 63 PISO 6,"79, C11, Zielonki, Kraków, Lesser Poland Voivodeship, Poland",,50.1252989,19.9797269,10,building  
RUA ITAPARUNA 1800 – SAO PAULO BRAZIL,"1800, Rua Itapaiuna, Jardim Sao Luis, São Paulo, Sao Paulo, Sao Paulo, 05707-000, Brazil",BRA,-23.635655,-46.729431,2,building  
CR 37 B SUR CR 27 A 45 INTERIOR 107 MEDELLÍN ANTIOQUIA COLOMBIA,"Medellín, Medellín, Antioquia, Colombia",COL,6.276949,-75.576955,1,city  
ANTURRUCO S/N PB 1 PANAMERICANA CUSCUNGO CHECA PICHINCHA DISTRITO METROPOLITANO QUITO – CHECA ECUADOR,NA,NA,NA,NA,5,NA
LIMA PERU PERÚ,"Lima, Perú I Zona, San Martín de Porres, Province of Lima, Lima Metropolitan Area, Lima, 15101, Peru",PER,-12.0306523,-77.0592796,2,street  
CALLE J NO 556 E/25 Y 27 PLAZA VEDADO LA HABANA CUBA,"556, Calle J B Lobos, Veracruz, Veracruz, Veracruz de Ignacio de la Llave, Mexico",CUB,19.182642,-96.14081,10,building  
LUIS PIERA 2053 MONTEVIDEO URUGUAY,"2053, Doctor Luis Piera, Montevideo, Municipio D, Montevideo, 11222, Uruguay",URY,-34.912715,-56.169924,3,building  
CARRERA 7 NO 113 43 OF 1408 BOGOTÁ COLOMBIA,"Carrera 7, Bogotá, Bogotá, D.C., Bogota D.C., Colombia",COL,4.59268,-74.078506,1,street  
20 CALLE 19 52 ZONA 10 INTERIOR 6 REPUBLICA DE GUATEMALA,"19-94, 20 Calle, Guatemala City, Ciudad Guatemala, Guatemala, Guatemala",GTM,14.585513,-90.501008,10,building  
CALLE 3S 43 A 52 OF 1004 MEDELLIN CO COLOMBIA,"Medellin, Montería, Córdoba, Colombia",COL,8.66123,-75.91515,1,city  
CDA AGUSTÍN AHUMADA NO 14 COL LOMAS VIERREYES MEXICO,"14, Cerrada Agustín Ahumada Villalón, Lomas Virreyes, Mexico City, Benito Juárez, Ciudad de México, Mexico",MEX,19.411181,-99.214674,10,building  
CL 37 B SUR CR 27 A 45 INTERIOR 107 ENVIGADO ANTIOQUIA COLOMBIA,"Envigado, Envigado, Antioquia, Colombia",COL,6.17591,-75.59174,2,city  
65 ENCLOS DES SANSOUIRES 34130 MAUGUIO FRANCE,"65, Enclos des Sansouires, Mauguio, Montpellier, Hérault, Occitania, Metropolitan France, 34130, France",FRA,43.6100942,4.010067,1,building  
PUENTE CLOTHING PUCO MIRAFLORES AVE CENTRAL 403 Y CALLE SEXTA GUAYAQUIL ECUADOR,"Guayaquil, Guayaquil, Guayas, Ecuador",ECU,-2.189354,-79.889587,2,city  
R 35 CL 16 A SUR 180 INTERIOR 501 MEDELLIN COLOMBIA,"Medellín, Medellín, Antioquia, Colombia",COL,6.276949,-75.576955,7,city  
TR 32A SUR 32B 48 ENVIGADO COLOMBIA,"Transversal 32A Sur, Envigado, Antioquia, Colombia",COL,6.174983,-75.585921,1,street  
CARRERA 3 3 74A 41 APTO 601 BOGOTA COLOMBIA,NA,NA,NA,NA,5,NA
CR 17 CL 2 161 INTERIOR 1502 MEDELLÍN COLOMBIA,"2 17, Cl 17, Bogotá, Bogotá, D.C., Bogota D.C., Colombia",COL,4.600524,-74.067844,10,building  
CALLE AMBAR MZ B LT 3 CHORRILLOS LIMA PERU PERÚ,"Peru, Miami County, Indiana, USA",PER,40.756361,-86.067797,10,city  
CHUAO CALLE GUAIRITA ED FRAILES 5 503 CARACAS VENEZUELA,"Caracas, Avila Municipality, Distrito Capital, Venezuela",VEN,10.505146,-66.917878,7,city  
CALLE LA CIMA 124 URB CASUARINAS SANTIAGO DE SURCO LIMA PERÚ,"Calle La Cima, Las Casuarinas, Santiago de Surco, Province of Lima, Lima Metropolitan Area, Lima, 10853, Peru",PER,-12.1209906,-76.9656826,2,street  
CL 53 70 72 MEDELLIN ANTIOQUIA COLOMBIA,"Calle 53, San Benito, Comuna 10 - La Candelaria, Medellín, Valle de Aburrá, Antioquia, RAP del Agua y la Montaña, 050010, Colombia",COL,6.2540374,-75.5711474,10,street  
EDIFICIO SARASOTA CENTER LOCAL 201 B BELL SARASOTA SARA BELLA VISTA SANTO DOMINGO DOMINICAN REPUBLIC,"201, Bell Branch Lane, Jacksonville, St. Johns County, Florida, 32259, USA",DOM,30.102709,-81.591024,6,building  
VEINTIMILLA E4 66 Y AV AMAZONAS GUAYAQUIL ECUADOR,"802a, Calle Primera y Avenida Transformación, Guayaquil, Guayaquil, Guayas, Ecuador",ECU,-2.226131,-79.89714,10,building  
ESTADO MIRANDA MUNICIPIO BARUTA PARROQUIA BARUTA 1081 URB LA TAHONA CONJUNTO RESIDENCIALLA MUCUY TORRE 2A PS 03 APTO 2A 3 2 CARACAS VENEZUELA,NA,NA,NA,NA,5,NA
RUA MURUNDU 175 BANGU RIO DE JANEIRO RJ BRASIL CEP: 21715 410 BRAZIL,"175, Rua Murundu, Padre Miguel, Rio de Janeiro, Rio de Janeiro, Rio De Janeiro, 21775-210, Brazil",BRA,-22.878238,-43.451345,7,building  
CON DOMICILIO EN 2ª AV 6 81 LOS MANANTIALES KM 19 3 CARR SAN JOSÉ PÍNULA ZONA 0,"Carrer Josep Pla, Zona Costera, Tarragona, Spain",,41.17149,1.476688,2,street  
