"","node_id","name","jurisdiction","company_type","address","incorporation_date","inactivation_date","dorm_date","status","struck_off_date","country_codes","sourceID","valid_until","term","origin","valid_until_year","incorporation_date_form","incorporation_year","inactivation_date_form","inactivation_year","dorm_date_form","dorm_date_year","struck_off_date_form","struck_off_date_year","avg_officers","years_operative","tax_haven","avg_colombians","name_2","type","subtype","lat","lon","loctype","type_adr","hotspot_dist","nearest_hotspot"
"1107",85036809,"CHECKPOINT COLOR WAF","AW",NA,"L.G. SMITH BLVD. Z/N, CRUISE-TERMINAL WAF, ORANJESTAD WEST","01-NOV-2006",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","2006-10-31T23:00:00Z",2006,NA,NA,NA,NA,NA,NA,0.107558433577278,-0.051270331973928,1,-0.162556149152493,"CHECKPOINT COLOR WAF","B2BC","Dealer",12.5178935,-70.0369044,"geometric_center","route",325.4679,"Oranjestad"
"1108",85029476,"BOUTIQUE ESTEFANIA","AW",NA,"WILHELMINASTRAAT 53-B, ORANJESTAD OOST","20-APR-2002",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","2002-04-19T22:00:00Z",2002,NA,NA,NA,NA,NA,NA,-0.20665724777737,0.346700950037567,1,-0.162556149152493,"BOUTIQUE ESTEFANIA","B2BC","Dealer",12.5184805,-70.0325898,"range_interpolated","subpremise",385.8837,"Oranjestad"
"1109",85029864,"ARU CARIBE COURIER SERVICES","AW",NA,"WILHELMINASTRAAT 45, ORANJESTAD OOST","17-JUN-2002",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","2002-06-16T22:00:00Z",2002,NA,NA,NA,NA,NA,NA,-0.101918687325821,0.346700950037567,1,-0.162556149152493,"ARU CARIBE COURIER SERVICES","B2BC","Moving/Transfer Service",12.5185372,-70.0332176,"rooftop","premise",328.2039,"Oranjestad"
"1110",85032754,"STEPHANIE BOUTIQUE","AW",NA,"WILHELMINASTRAAT 55-A, ORANJESTAD OOST","03-MAY-2004",NA,NA,NA,"31-MAR-2009",NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","2004-05-02T22:00:00Z",2004,NA,NA,NA,NA,"2009-03-30T22:00:00Z",2009,-0.20665724777737,0.147715309031819,1,-0.162556149152493,"STEPHANIE BOUTIQUE","B2BC","Dealer",12.5184702,-70.0324693,"range_interpolated","subpremise",397.3122,"Oranjestad"
"1111",85044410,"FUNDACION EDUCATIVA Y SOCIAL MARIELIS TEJADA (FEMT)","AW",NA,"KAMERLINGH ONNESSTRAAT 6-B, ORANJESTAD WEST","19-SEP-2012",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","2012-09-18T22:00:00Z",2012,NA,NA,NA,NA,NA,NA,0.107558433577278,-0.64822725499117,1,-0.162556149152493,"FUNDACION EDUCATIVA Y SOCIAL MARIELIS TEJADA (FEMT)","PUB","Community Association",12.526094,-70.031064,"rooftop","street_address",789.537,"Oranjestad"
"1112",85047716,"JOY SPA & WELLNESS STUDIO","AW",NA,"L.G. SMITH BLVD. 160, SUITE 124, ORANJESTAD WEST","12-FEB-2015",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","2015-02-11T23:00:00Z",2015,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.946705716499791,1,-0.162556149152493,"JOY SPA & WELLNESS STUDIO","B2C","Health and Beauty",12.51976,-70.0393018,"range_interpolated","subpremise",421.2234,"Oranjestad"
"1113",85047774,"FORERO PEREZ SERVICE XPRESS","AW",NA,"CAYA PAPA JUAN PABLO II (RONDWEG) 49, ORANJESTAD OOST","27-FEB-2015",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","2015-02-26T23:00:00Z",2015,NA,NA,NA,NA,NA,NA,-0.20665724777737,-0.946705716499791,1,-0.162556149152493,"FORERO PEREZ SERVICE XPRESS","B2BC","Auto",12.5153758,-70.0203766,"geometric_center","route",1403.352,"Oranjestad"
"1114",85044162,"JORLAURIX SOUVENIRS","AW",NA,"J.E. IRAUSQUIN BLVD. 382, NOORD","01-AUG-2012",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","2012-07-31T22:00:00Z",2012,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.64822725499117,1,-0.162556149152493,"JORLAURIX SOUVENIRS","B2BC","Dealer",12.5735044,-70.0442199,"rooftop","premise",5979.0263,"Oranjestad"
"1115",85049208,"CUNHA TOBACCO VENDING","AW",NA,"MAXWELLSTRAAT 8, SAVANETA","23-FEB-2016",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","2016-02-22T23:00:00Z",2016,NA,NA,NA,NA,NA,NA,-0.20665724777737,-1.04619853700266,1,-0.162556149152493,"CUNHA TOBACCO VENDING","B2BC","Food",12.4684839,-69.973516,"geometric_center","route",5969.1633,"Oranjestad"
"1116",85022709,"ROCHY BEAUTY SALON","AW",NA,"CAYA G.F. (BETICO) CROES 109-A, ORANJESTAD OOST","07-NOV-1997",NA,NA,NA,"07-FEB-2003",NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","1997-11-06T23:00:00Z",1997,NA,NA,NA,NA,"2003-02-06T23:00:00Z",2003,-0.53658371319975,0.844165052551935,1,-0.162556149152493,"ROCHY BEAUTY SALON","B2C","Health and Beauty",12.5188693,-70.0269742,"range_interpolated","street_address",943.0596,"Oranjestad"
"1117",85025761,"IMPORTACIONES ROCHY","AW",NA,"SCHOOLSTRAAT 3, ORANJESTAD OOST","30-NOV-1999",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","1999-11-29T23:00:00Z",1999,NA,NA,NA,NA,NA,NA,-0.520872929132018,0.645179411546188,1,-0.162556149152493,"IMPORTACIONES ROCHY","B2BC","Food",12.5092044,-70.0086306,"approximate","political",46.2964,"Oranjestad"
"1118",85025383,"PANDA SPEELSCHOOL","AW",NA,"QUASTSTRAAT 17, ORANJESTAD WEST","01-JUL-1999",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","1999-06-30T22:00:00Z",1999,NA,NA,NA,NA,NA,NA,-0.20665724777737,0.645179411546188,1,-0.162556149152493,"PANDA SPEELSCHOOL","B2BC","Food",12.5292521,-70.0345403,"range_interpolated","street_address",982.7386,"Oranjestad"
"1119",85028285,"CONSOLIDADO DEL NORTE","AW",NA,"POS ABAO 44, APT. NR.1., ORANJESTAD WEST","01-JUN-2001",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","2001-05-31T22:00:00Z",2001,NA,NA,NA,NA,NA,NA,-0.20665724777737,0.44619377054044,1,-0.162556149152493,"CONSOLIDADO DEL NORTE","B2BC","Food",12.5431799,-70.0510584,"approximate","neighborhood",3041.2758,"Oranjestad"
"1120",85003811,"UNIVERSAL ELEVATORS INTERNATIONAL N.V.","AW",NA,NA,"29-SEP-1980",NA,NA,NA,"09-JUL-1990",NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","1980-09-28T23:00:00Z",1980,NA,NA,NA,NA,"1990-07-08T22:00:00Z",1990,0.387804852082774,2.53554300110079,1,-0.162556149152493,"UNIVERSAL ELEVATORS INTERNATIONAL N.V.","B2BC","Repair/ Service/Maintenance",4.7124242,-74.0792114,"range_interpolated","street_address",763672.3291,"Panama City"
"1121",85028688,"SEVILLA CONTRACTOR","AW",NA,"SCHOTLANDSTRAAT 15, ORANJESTAD WEST","01-OCT-2001",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","2001-09-30T22:00:00Z",2001,NA,NA,NA,NA,NA,NA,-0.265572688031366,0.44619377054044,1,-0.162556149152493,"SEVILLA CONTRACTOR","B2BC","Contractor",12.5299698,-70.0471693,"range_interpolated","street_address",1651.3478,"Oranjestad"
"1122",85039427,"SEVILLA CONSTRUCCION","AW",NA,"TANKI LEENDERT 11-E, NOORD","09-AUG-2008",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","2008-08-08T22:00:00Z",2008,NA,NA,NA,NA,NA,NA,-0.416134368680468,-0.250255972979675,1,-0.162556149152493,"SEVILLA CONSTRUCCION","B2BC","Dealer",12.5379912,-70.0184562,"range_interpolated","street_address",2689.0957,"Oranjestad"
"1123",85046094,"BLUE POOL SERVICES","AW",NA,"BUBALI 13-A, NOORD","22-NOV-2013",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","2013-11-21T23:00:00Z",2013,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.747720075494044,1,-0.162556149152493,"BLUE POOL SERVICES","B2BC","Contractor",12.5516536,-70.0458481,"approximate","neighborhood",3648.7325,"Oranjestad"
"1124",85050177,"BLUE POOL SERVICES VBA","AW",NA,"BUBALI 13-A, NOORD","04-NOV-2016",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","2016-11-03T23:00:00Z",2016,NA,NA,NA,NA,NA,NA,-0.520872929132018,-1.04619853700266,1,-0.162556149152493,"BLUE POOL SERVICES VBA","B2BC","Contractor",12.5516536,-70.0458481,"approximate","neighborhood",3648.7325,"Oranjestad"
"1125",85032753,"ELIT SNACK","AW",NA,"PAARDENBAAISTRAAT 2, ORANJESTAD WEST","31-OCT-2002",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","2002-10-30T23:00:00Z",2002,NA,NA,NA,NA,NA,NA,-0.562768353312637,0.346700950037567,1,-0.162556149152493,"ELIT SNACK","B2BC","Food",12.5224528,-70.0410335,"range_interpolated","street_address",640.9238,"Oranjestad"
"1126",85040204,"OMEL SNACK","AW",NA,"MADIKI KAVEL 51, ORANJESTAD WEST","01-DEC-2009",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"OROZCO","Officer","2016-12-31","2009-11-30T23:00:00Z",2009,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.349748793482549,1,-0.162556149152493,"OMEL SNACK","B2BC","Food",12.5333662,-70.0405004,"geometric_center","route",1534.8311,"Oranjestad"
"1127",101736933,"OMEGA INTERNACIONAL CONSTRUCTORS, LTD.","BRB",NA,"IBC'S SERVICES INCORPORATED, ""THE COURTYARD OFFICES"", ROCKLEY GOLF AND COUNTRY CLUB, ROCKLEY, CHRIST CHURCH, BARBADOS, BB 15121.","23-APR-2013",NA,NA,NA,NA,"BRB","Paradise Papers - Barbados corporate registry",2016,"OROZCO","Officer","2016-12-31","2013-04-22T22:00:00Z",2013,NA,NA,NA,NA,NA,NA,0.107558433577278,-0.747720075494044,1,-0.162556149152493,"OMEGA INTERNACIONAL CONSTRUCTORS, LTD.","B2BC","Contractor",13.0747144,-59.5887244,"approximate","political",2979.2377,"St.Michael"
"1128",101512991,"CIBA SPECIALTY CHEMICALS FSC, LTD.","BRB",NA,"THE FINANCIAL SERVICES CENTRE BISHOP'S COURT HILL ST. MICHAEL, BARBADOS BARBADOS.","18-DEC-1996",NA,NA,NA,NA,"BRB","Paradise Papers - Barbados corporate registry",2016,"OROZCO","Officer","2016-12-31","1996-12-17T23:00:00Z",1996,NA,NA,NA,NA,NA,NA,0.556437978369631,0.943657873054809,1,-0.162556149152493,"CIBA SPECIALTY CHEMICALS FSC, LTD.","B2B","Wholesale  Dealer",13.1132219,-59.5988089,"approximate","administrative_area_level_1",1920.9813,"St.Michael"
"1129",101736238,"AVILA INTERNATIONAL BUSINESS, CORP.","BRB",NA,"SUITE 100, ONE FINANCIAL PLACE, LOWER COLLYMORE ROCK, ST.MICHAEL, BARBADOS.","05-SEP-2012",NA,NA,NA,NA,"BRB","Paradise Papers - Barbados corporate registry",2016,"OROZCO","Officer","2016-12-31","2012-09-04T22:00:00Z",2012,NA,NA,NA,NA,NA,NA,-0.20665724777737,-0.64822725499117,1,-0.162556149152493,"AVILA INTERNATIONAL BUSINESS, CORP.","B2B","Wholesale  Dealer",13.0924533,-59.6037614,"geometric_center","establishment",486.4973,"St.Michael"
"1130",55030953,"NONI TREE CO LIMITED","MLT",NA,"103, PALAZZO PIETRO STIGES,  STRAIT STREET, VALLETTAVLT 1436, MALTA","20-JAN-2006",NA,NA,NA,NA,"MLT","Paradise Papers - Malta corporate registry",2016,"OROZCO","Officer","2016-12-31","2006-01-19T23:00:00Z",2006,NA,NA,NA,NA,NA,NA,NA,-0.051270331973928,1,NA,"NONI TREE CO LIMITED","B2BC","Landscape Gardener",35.937496,14.375416,"approximate","country",7096579.5447,"Bermuda"
"1131",55054243,"NONI TREE HOLDING LIMITED","MLT",NA,"103, PALAZZO PIETRO STIGES,  STRAIT STREET, VALLETTAVLT 1436, MALTA","27-DEC-2012",NA,NA,NA,NA,"MLT","Paradise Papers - Malta corporate registry",2016,"OROZCO","Officer","2016-12-31","2012-12-26T23:00:00Z",2012,NA,NA,NA,NA,NA,NA,NA,-0.64822725499117,1,NA,"NONI TREE HOLDING LIMITED","B2BC","Residential/Commercial",35.937496,14.375416,"approximate","country",7096579.5447,"Bermuda"
"1132",240026641,"KONTIKI TRADERS GROUP LTD.","BVI","Business Corporation","3rd Floor, Yamraj Building, Market Square, P.O. Box 3175 Road Town, Tortola British Virgin Islands","27-JUN-2016",NA,NA,"Struck Off",NA,"VGB","Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",2017,"OROZCO","Officer","2017-12-31","2016-06-26T22:00:00Z",2016,NA,NA,NA,NA,NA,NA,NA,-0.946705716499791,1,NA,"KONTIKI TRADERS GROUP LTD.","B2B","Wholesale  Dealer",18.4243873,-64.6208096,"rooftop","premise",0.3035,"British Virgin Islands"
"1133",10166180,"CLENDON COMMERCIAL S.A.","PMA",NA,"ANA MARIA SERRANO BARONA DIAG 127 B NO. 72-26; KALATRABA; BOGOTA COLOMBIA","06-JUL-2015",NA,NA,"Active",NA,"COL","Panama Papers",2015,"QUINTANA","Officer","2015-12-31","2015-07-05T22:00:00Z",2015,NA,NA,NA,NA,NA,NA,-0.520872929132018,-1.04619853700266,1,-0.162556149152493,"CLENDON COMMERCIAL S.A.","B2BC","Food",4.7124242,-74.0792114,"range_interpolated","street_address",763672.3291,"Panama City"
"1134",10178604,"CRAIGEN BUSINESS INC.","PMA",NA,"ANA MARIA SERRANO BARONA DIAG 127 B NO. 72-26; KALATRABA; BOGOTA COLOMBIA","06-JUL-2015",NA,NA,"Active",NA,"COL","Panama Papers",2015,"QUINTANA","Officer","2015-12-31","2015-07-05T22:00:00Z",2015,NA,NA,NA,NA,NA,NA,-0.520872929132018,-1.04619853700266,1,-0.162556149152493,"CRAIGEN BUSINESS INC.","B2BC","Contractor",4.7124242,-74.0792114,"range_interpolated","street_address",763672.3291,"Panama City"
"1135",10029913,"INTERLINK LATIN AMERICA, S.A.","PMA",NA,"EDGAR MONZON EGGEMBERGER EDIFICIO TOPACIO AZUL 13 CALLE 2-60 ZONA 10; NIVEL 10; OFICINA 1004 GUATEMALA; GUATEMALA","03-APR-2003","13-AUG-2014",NA,"Dissolved","15-JUL-2016","GTM","Panama Papers",2015,"QUINTANA","Officer","2015-12-31","2003-04-02T22:00:00Z",2003,"2014-08-12T22:00:00Z",2014,NA,NA,"2016-07-14T22:00:00Z",2016,-0.20665724777737,0.0482224885289457,1,-0.162556149152493,"INTERLINK LATIN AMERICA, S.A.","B2BC","Referral Services",14.5990104,-90.5138962,"rooftop","establishment",1103876.1871,"Cayman Islands"
"1136",10152785,"ANYA HOLDING ASSET CORP.","BVI",NA,"DR. JUAN GABRIEL REYES REPUBLICA DEL SALVADOR 1082 Y NNUU EDIF. MANSION BLANCA TORRE PARIS QUITO - ECUADOR","07-MAR-2014",NA,NA,"Active",NA,"ECU","Panama Papers",2015,"QUINTANA","Officer","2015-12-31","2014-03-06T23:00:00Z",2014,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.946705716499791,1,-0.162556149152493,"ANYA HOLDING ASSET CORP.","B2BC","Financial Services",-0.1782673,-78.4793993,"rooftop","street_address",1026120.2686,"Panama City"
"1137",20166708,"BOLD VENTURES LTD.","BAH",NA,NA,"18-JAN-2013",NA,NA,NA,NA,NA,"Bahamas Leaks",2016,"QUINTANA","Officer","2016-12-31","2013-01-17T23:00:00Z",2013,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.747720075494044,1,-0.162556149152493,"BOLD VENTURES LTD.","B2BC","Contractor",4.7124242,-74.0792114,"range_interpolated","street_address",763672.3291,"Panama City"
"1138",20166595,"Nogales Ventures Ltd.","BAH",NA,NA,"04-JAN-2013",NA,NA,NA,NA,NA,"Bahamas Leaks",2016,"QUINTANA","Officer","2016-12-31","2013-01-03T23:00:00Z",2013,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.747720075494044,1,-0.162556149152493,"Nogales Ventures Ltd.","B2BC","Residential/Commercial",4.7124242,-74.0792114,"range_interpolated","street_address",763672.3291,"Panama City"
"1139",20166575,"Pirineos Ltd","BAH",NA,NA,"02-JAN-2013",NA,NA,NA,NA,NA,"Bahamas Leaks",2016,"QUINTANA","Officer","2016-12-31","2013-01-01T23:00:00Z",2013,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.747720075494044,1,-0.162556149152493,"Pirineos Ltd","B2BC","Food",4.7124242,-74.0792114,"range_interpolated","street_address",763672.3291,"Panama City"
"1140",85045659,"PALMAS ALEGRE","AW",NA,"CAYA G.F. (BETICO) CROES 34, APT. A, ORANJESTAD OOST","07-AUG-2013",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"QUINTANA","Officer","2016-12-31","2013-08-06T22:00:00Z",2013,NA,NA,NA,NA,NA,NA,-0.285211168116032,-0.747720075494044,1,-0.162556149152493,"PALMAS ALEGRE","B2BC","Food",12.5197656,-70.0356706,"rooftop","subpremise",81.0604,"Oranjestad"
"1141",85041512,"TROPICAL HAIR CARE & SPA CENTER","AW",NA,"TANKI LEENDERT 59-A, NOORD","10-MAY-2010",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"QUINTANA","Officer","2016-12-31","2010-05-09T22:00:00Z",2010,NA,NA,NA,NA,NA,NA,-0.20665724777737,-0.449241613985423,1,-0.162556149152493,"TROPICAL HAIR CARE & SPA CENTER","B2C","Health and Beauty",12.539851,-70.0269457,"rooftop","subpremise",2348.6739,"Oranjestad"
"1142",85002656,"CARIBBEAN CITRUS CORPORATION N.V. (I.L.)","AW",NA,"CAYA G.F. (BETICO) CROES 19-23, ORANJESTAD OOST","24-DEC-1975",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"QUINTANA","Officer","2016-12-31","1975-12-23T23:00:00Z",1975,NA,NA,NA,NA,NA,NA,0.646213887328102,3.03300710361516,1,-0.162556149152493,"CARIBBEAN CITRUS CORPORATION N.V. (I.L.)","B2BC","Food",12.5200109,-70.0357766,"rooftop","street_address",59.8779,"Oranjestad"
"1143",101738794,"Q & G LOGISTICS CONSULTANTS LTD.","BRB",NA,"THE PHOENIX CENTRE, GEORGE STREET, BELLEVILLE , ST.MICHAEL, BARBADOS.","31-OCT-2014",NA,NA,NA,NA,"BRB","Paradise Papers - Barbados corporate registry",2016,"QUINTANA","Officer","2016-12-31","2014-10-30T23:00:00Z",2014,NA,NA,NA,NA,NA,NA,0.107558433577278,-0.847212895996918,1,-0.162556149152493,"Q & G LOGISTICS CONSULTANTS LTD.","B2C","Personal Services",13.0961617,-59.6034531,"geometric_center","route",111.3894,"St.Michael"
"1144",101736769,"MUSA INTERNATIONAL HOLDING CORP.","BRB",NA,"THE PHOENIX CENTRE, GEORGE STREET, BELLEVILLE , ST.MICHAEL, BARBADOS.","04-MAR-2013",NA,NA,NA,NA,"BRB","Paradise Papers - Barbados corporate registry",2016,"QUINTANA","Officer","2016-12-31","2013-03-03T23:00:00Z",2013,NA,NA,NA,NA,NA,NA,-0.20665724777737,-0.747720075494044,1,-0.162556149152493,"MUSA INTERNATIONAL HOLDING CORP.","B2BC","Residential/Commercial",13.0961617,-59.6034531,"geometric_center","route",111.3894,"St.Michael"
"1145",101736770,"ORGANIC WORLD HOLDING GROUP CORP.","BRB",NA,"THE PHOENIX CENTRE, GEORGE STREET, BELLEVILLE , ST.MICHAEL, BARBADOS.","04-MAR-2013",NA,NA,NA,NA,"BRB","Paradise Papers - Barbados corporate registry",2016,"QUINTANA","Officer","2016-12-31","2013-03-03T23:00:00Z",2013,NA,NA,NA,NA,NA,NA,-0.20665724777737,-0.747720075494044,1,-0.162556149152493,"ORGANIC WORLD HOLDING GROUP CORP.","B2BC","Food",13.0961617,-59.6034531,"geometric_center","route",111.3894,"St.Michael"
"1146",101739286,"ETELIX NET (BARBADOS) CORP.","BRB",NA,"TOTAL ASSET MANAGEMENT SERVICES LTD., SUITE 203, BUILDING 8, HARBOUR ROAD, BRIDGETOWN, ST.MICHAEL, BARBADOS W.I. BB11145.","02-APR-2015",NA,NA,NA,NA,"BRB","Paradise Papers - Barbados corporate registry",2016,"QUINTANA","Officer","2016-12-31","2015-04-01T22:00:00Z",2015,NA,NA,NA,NA,NA,NA,0.107558433577278,-0.946705716499791,1,-0.162556149152493,"ETELIX NET (BARBADOS) CORP.","B2BC","Computer Services",13.0971177,-59.6132388,"approximate","locality",85.2093,"St.Michael"
"1147",100311628,"C.B.B. CARIBBEAN FLAVORS LIMITED","BRB",NA,"THE ERNST & YOUNG BUILDING BUSH HILL, BAY STREET, BRIDGETOWN,BARBADOS.","04-JAN-1996",NA,NA,NA,NA,"BRB","Paradise Papers - Barbados corporate registry",2016,"QUINTANA","Officer","2016-12-31","1996-01-03T23:00:00Z",1996,NA,NA,NA,NA,NA,NA,1.36442115899587,0.943657873054809,1,-0.162556149152493,"C.B.B. CARIBBEAN FLAVORS LIMITED","B2BC","Food",NA,NA,NA,NA,NA,"Panama City"
"1148",55036919,"DEANSFIELD COMPANY LIMITED","MLT",NA,"103, PALAZZO PIETRO STIGES,  STRAIT STREET, VALLETTAVLT 1436, MALTA","28-DEC-2007",NA,NA,NA,NA,"MLT","Paradise Papers - Malta corporate registry",2016,"QUINTANA","Officer","2016-12-31","2007-12-27T23:00:00Z",2007,NA,NA,NA,NA,NA,NA,NA,-0.150763152476802,1,NA,"DEANSFIELD COMPANY LIMITED","B2BC","Contractor",35.937496,14.375416,"approximate","country",7096579.5447,"Bermuda"
"1149",240028436,"FINMILL TRADING LIMITED","BVI","Business Corporation","3rd Floor, Yamraj Building, Market Square, P.O. Box 3175 Road Town, Tortola British Virgin Islands","01-JUL-2009",NA,NA,"Struck Off",NA,"VGB","Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",2017,"QUINTANA","Officer","2017-12-31","2009-06-30T22:00:00Z",2009,NA,NA,NA,NA,NA,NA,NA,-0.250255972979675,1,NA,"FINMILL TRADING LIMITED","B2BC","Dealer",18.4243873,-64.6208096,"rooftop","premise",0.3035,"British Virgin Islands"
"1150",10206984,"TALBOT UNITED S.A.","PMA",NA,"MOSSACK FONSECA & CO. (PERU) CORP. SAFFREY SQUARE SUITE 205; BANK LANE P. O. BOX N-8188 NASSAU; BAHAMAS **S.I.**","07-MAR-2008","17-JUL-2015",NA,"Defaulted","15-JUL-2015","BHS","Panama Papers",2015,"CAICEDO","Officer","2015-12-31","2008-03-06T23:00:00Z",2008,"2015-07-16T22:00:00Z",2015,NA,NA,"2015-07-14T22:00:00Z",2015,-0.59942684947068,-0.349748793482549,1,-0.162556149152493,"TALBOT UNITED S.A.","B2BC","Dealer",25.0777218363828,-77.3396232193062,"approximate_manual","street_address_manual",0.3836,"New Providence"
"1151",10160927,"SUNBOW INTERNATIONAL INC.","PMA",NA,"CESAR DE JESUS GONZALEZ 5 AVENIDA 18-48 ZONA 14 APTO. 7 GUATEMALA, GUATEMALA","08-JUL-2011",NA,NA,"Active",NA,"GTM","Panama Papers",2015,"CAICEDO","Officer","2015-12-31","2011-07-07T22:00:00Z",2011,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.64822725499117,1,-0.162556149152493,"SUNBOW INTERNATIONAL INC.","B2B","Wholesale  Dealer",14.5768475,-90.520613,"rooftop","subpremise",1105723.8314,"Cayman Islands"
"1152",10163428,"THORNEWAY FINANCE INC.","PMA",NA,"CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA","30-SEP-2011",NA,NA,"Defaulted","15-JAN-2014","COL","Panama Papers",2015,"CAICEDO","Officer","2015-12-31","2011-09-29T22:00:00Z",2011,NA,NA,NA,NA,"2014-01-14T23:00:00Z",2014,0.107558433577278,-0.64822725499117,1,-0.162556149152493,"THORNEWAY FINANCE INC.","B2BC","Financial Services",6.2120006,-75.5692408,"rooftop","establishment",530911.8818,"Panama City"
"1153",10171526,"GASTELLO COMPANY S.A.","PMA",NA,"CESAR DE JESUS GONZALEZ 5 AVENIDA 18-48 ZONA 14 APTO. 7 GUATEMALA, GUATEMALA","14-JUL-2014",NA,NA,"Active",NA,"GTM","Panama Papers",2015,"CAICEDO","Officer","2015-12-31","2014-07-13T22:00:00Z",2014,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.946705716499791,1,-0.162556149152493,"GASTELLO COMPANY S.A.","B2BC","Dealer",14.5768475,-90.520613,"rooftop","subpremise",1105723.8314,"Cayman Islands"
"1154",10176921,"CLARENCE CONSULTING INC.","PMA",NA,"ALVARO COBO CALLE MIGUEL ANGEL #78 LA PRIMAVERA I CUMBAYÁ-ECUADOR","23-APR-2015",NA,NA,"Active",NA,"ECU","Panama Papers",2015,"CAICEDO","Officer","2015-12-31","2015-04-22T22:00:00Z",2015,NA,NA,NA,NA,NA,NA,-0.20665724777737,-1.04619853700266,1,-0.162556149152493,"CLARENCE CONSULTING INC.","B2BC","Financial Services",-0.2125302,-78.4310026,"geometric_center","route",1030525.5803,"Panama City"
"1155",10206514,"PROTON PROPERTY HOLDINGS CORP.","BVI",NA,"MOSSACK FONSECA & CO. (PERU) CORP. SAFFREY SQUARE SUITE 205; BANK LANE P. O. BOX N-8188 NASSAU; BAHAMAS **S.I.**","10-AUG-2010","04-MAY-2015",NA,"Defaulted","30-APR-2015","BHS","Panama Papers",2015,"CAICEDO","Officer","2015-12-31","2010-08-09T22:00:00Z",2010,"2015-05-03T22:00:00Z",2015,NA,NA,"2015-04-29T22:00:00Z",2015,-0.520872929132018,-0.548734434488297,1,-0.162556149152493,"PROTON PROPERTY HOLDINGS CORP.","B2BC","Residential/Commercial",25.0777218363828,-77.3396232193062,"approximate_manual","street_address_manual",0.3836,"New Providence"
"1156",10208026,"PYTHA GLOBAL CORP.","BVI",NA,"ALVARO COBO CALLE MIGUEL ANGEL #78 LA PRIMAVERA I CUMBAYÁ-ECUADOR","06-FEB-2015",NA,NA,"Active",NA,"ECU","Panama Papers",2015,"CAICEDO","Officer","2015-12-31","2015-02-05T23:00:00Z",2015,NA,NA,NA,NA,NA,NA,-0.20665724777737,-1.04619853700266,1,-0.162556149152493,"PYTHA GLOBAL CORP.","B2BC","Dealer",-0.2125302,-78.4310026,"geometric_center","route",1030525.5803,"Panama City"
