"node_id","name","original_name","former_name","jurisdiction","jurisdiction_description","company_type","address","internal_id","incorporation_date","inactivation_date","struck_off_date","dorm_date","status","service_provider","ibcRUC","country_codes","countries","sourceID","valid_until","note","term"
200508873,"MILLAN INTERNATIONAL, LLC","","","KNA","Saint Kitts and Nevis","","",NA,"21-DEC-2006","","31-JAN-2010","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","MILLAN"
10055337,"MONDRAGON INTERNATIONAL CORP.","MONDRAGON INTERNATIONAL CORP.","","PMA","Panama","","CONSULCO INTERNATIONAL LIMITED RAS AL KHAIMAH FREE TRADE ZONE RAS AL KHAIMAH UNITED ARAB EMIRATES",43339,"12-JUN-2007","24-MAR-2011","15-JUL-2012","","Defaulted","Mossack Fonseca","3","ARE","United Arab Emirates","Panama Papers","The Panama Papers data is current through 2015","","MONDRAGON"
10009753,"GRUPO AVILA & CIA S.A.","GRUPO AVILA & CIA S.A.","","PMA","Panama","","SR. RICHARD BORDEN 6TA TRANSVERSAL CON 3RA AVENIDA URB. LOS PALOS GRANDES QTA PANORAMA CARACAS, VENEZUELA",14058,"02-MAR-1993","14-MAR-1996","02-JUN-1994","","Defaulted","Mossack Fonseca","","VEN","Venezuela","Panama Papers","The Panama Papers data is current through 2015","","AVILA"
10010662,"AVILA INC.","AVILA INC.","","PMA","Panama","","EXPERTA CORPORATE & TRUST SERVICES 42, RUE DE LA VALLÉE L-2661 LUXEMBOURG CITY LUXEMBOURG",14530,"30-DEC-1993","16-FEB-2006","15-JAN-2008","","Dissolved","Mossack Fonseca","86","LUX","Luxembourg","Panama Papers","The Panama Papers data is current through 2015","","AVILA"
10021114,"AVILA TRADING CORPORATION","AVILA TRADING CORPORATION","","PMA","Panama","","ENRIQUE MOLLER SANCHEZ 12 CALLE 1-25 ZONA 10 TORRE NORTE OFICINA 1802  EDIFICIO GEMINIS 10 GUATEMALA",20954,"27-NOV-2001","17-JAN-2008","15-JAN-2008","","Defaulted","Mossack Fonseca","70","GTM","Guatemala","Panama Papers","The Panama Papers data is current through 2015","","AVILA"
10127575,"AVILA CAPITAL RESOURCES GROUP INC","AVILA CAPITAL RESOURCES GROUP INC","","BVI","British Virgin Islands","","LIC. ELISABETH ZIEGLER RUE HENRI-MUSSARD, 22 1208 GENEVE SWITZERLAND",594987,"10-APR-2008","","31-OCT-2012","","Inactivated","Mossack Fonseca","","CHE","Switzerland","Panama Papers","The Panama Papers data is current through 2015","","AVILA"
10129026,"AVILA FINANCIAL GROUP LIMITED","Avila Financial Group Limited","","BVI","British Virgin Islands","","JESUS BARDERAS PUNTA PACÍFICA; CALLE PUNTA DARIÉN Y PUNTA PACÍFICA; EDIFICIO TORRE DE LAS AMÉRICAS; TORRE A PISO NO. 16; OFICINA 01 PANAMA PANAMA *S.I.*",596434,"17-JUN-2008","","","","Active","Mossack Fonseca","","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","AVILA"
10132145,"AVILA ASESOR CORP.","AVILA ASESOR CORP.","","PMA","Panama","","OFFSHORER BUSINESS SERVICES (HK) LTD. UNIT 826; 8/F OCEAN CENTRE; HARBOUR CITY; 5 CANTON ROAD; TST KOWLOON; HONG KONG",59098,"14-JUL-2010","","","","Active","Mossack Fonseca","10","HKG","Hong Kong","Panama Papers","The Panama Papers data is current through 2015","","AVILA"
10140166,"AVILA VENTURES LIMITED","Avila Ventures Limited","","BVI","British Virgin Islands","","CHATEAU FIDUCIAIRE S.A. RUE DU RHONE 60 CASE POSTALE 3093 1211 GENEVE 3 GENEVE *S.I.*, GENEVA SWITZERLAND",6015666,"21-MAY-2010","18-JUN-2014","31-OCT-2015","","Changed agent","Mossack Fonseca","","CHE","Switzerland","Panama Papers","The Panama Papers data is current through 2015","","AVILA"
10200827,"AVILA OVERSEAS LIMITED","AVILA OVERSEAS LIMITED","","BVI","British Virgin Islands","","CAPITAL CORPORATE SERVICES LIMITED UNIT F; 7 FLOOR; CNT TOWER 338 HENNESSY ROAD WANCHAI; HONG KONG",535109,"02-FEB-2000","01-NOV-2007","31-OCT-2007","","Defaulted","Mossack Fonseca","365039","HKG","Hong Kong","Panama Papers","The Panama Papers data is current through 2015","","AVILA"
168367,"AVILA CORP.","","","COOK","Cook Islands","Standard International Company","",NA,"28-APR-1994","","","","Struck / Defunct / Deregistered","Portcullis Trustnet","286794","XXX","Not identified","Offshore Leaks","The Offshore Leaks data is current through 2010","","AVILA"
169298,"AVILA FAMILY TRUST","","","COOK","Cook Islands","Cook Islands Asset Protection Trust","",NA,"07-APR-1993","","","","Struck / Defunct / Deregistered","Portcullis Trustnet","1232/93","XXX","Not identified","Offshore Leaks","The Offshore Leaks data is current through 2010","","AVILA"
20006607,"AVILA AND TOVAR INVESTMENTS INC.","AVILA AND TOVAR INVESTMENTS INC.","","BAH","Bahamas","","",6607,"24-SEP-1991","","01-JAN-1993","","","","6607B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","AVILA"
20037163,"EL AVILA CORPORATION","EL AVILA CORPORATION","","BAH","Bahamas","","",37163,"18-OCT-1995","","10-APR-2003","","","","37163B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","AVILA"
20065899,"AVILA OVERSEAS ASSOCIATED INC.","AVILA OVERSEAS ASSOCIATED INC.","","BAH","Bahamas","","",65899,"19-SEP-1997","","10-APR-2003","","","","65899B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","AVILA"
20050317,"TOJO AVILA LIMITED","TOJO AVILA LIMITED","","BAH","Bahamas","","",50317,"26-NOV-1996","","01-JAN-1998","","","","50317B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","AVILA"
20091905,"AVILA HOLDINGS LIMITED","AVILA HOLDINGS LIMITED","","BAH","Bahamas","","",91905,"18-JUN-1999","","04-FEB-2009","","","","91905B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","AVILA"
20159644,"AVILA INVEST & TRADE LTD.","Avila Invest & Trade Ltd.","","BAH","Bahamas","","",159644,"15-JUN-2010","","","","","","159644B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","AVILA"
20141883,"AVILA-SAXE LIMITED","AVILA-SAXE LIMITED","","BAH","Bahamas","","",141883,"09-JAN-2006","","01-JAN-2012","","","","141883B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","AVILA"
85003250,"AVILA INVESTMENTS N.V.","","","AW","Aruba","","",NA,"22-FEB-1979","","31-DEC-1996","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","AVILA"
85020743,"AVILA INVESTMENTS B.V.","","","AW","Aruba","","",NA,"26-JUL-1996","","23-SEP-2002","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","AVILA"
85020744,"BELEGGINGSMAATSCHAPPIJ AVILA B.V.","","","AW","Aruba","","",NA,"22-DEC-1978","","23-SEP-2002","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","AVILA"
85025929,"AVILA HOLDING A.V.V.","","","AW","Aruba","","",NA,"24-NOV-1999","","10-NOV-2005","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","AVILA"
85036920,"TERRA AVILA N.V.","","","AW","Aruba","","",NA,"06-DEC-2006","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","AVILA"
30017720,"AVILA LIMITED","","","BAH","Bahamas","Regular (Local) Company","",NA,"19-OCT-1970","","","","","","","BHS","Bahamas","Paradise Papers - Bahamas corporate registry","Bahamas corporate registry data is current through 2016","","AVILA"
30018965,"AVILA TELEVISION PRODUCTIONS LIMITED","","","BAH","Bahamas","Regular (Local) Company","",NA,"10-MAY-1972","","31-MAR-1981","","","","","BHS","Bahamas","Paradise Papers - Bahamas corporate registry","Bahamas corporate registry data is current through 2016","","AVILA"
101732819,"AVILA FINANCIAL SERVICES INC.","","","BRB","Barbados","","",NA,"07-JAN-2010","","","","","","","BRB","Barbados","Paradise Papers - Barbados corporate registry","Barbados corporate registry data is current through 2016","","AVILA"
101736238,"AVILA INTERNATIONAL BUSINESS, CORP.","","","BRB","Barbados","","",NA,"05-SEP-2012","","","","","","","BRB","Barbados","Paradise Papers - Barbados corporate registry","Barbados corporate registry data is current through 2016","","AVILA"
101737713,"AVILA INVESTMENT INC.","","","BRB","Barbados","","",NA,"09-DEC-2013","","","","","","","BRB","Barbados","Paradise Papers - Barbados corporate registry","Barbados corporate registry data is current through 2016","","AVILA"
200127779,"AVILA ADVISORS & INVESTMENTS LIMITED","","","KNA","Saint Kitts and Nevis","","",NA,"17-MAY-2005","","","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","AVILA"
200133834,"AVILA LTD.","","","KNA","Saint Kitts and Nevis","","",NA,"11-FEB-2008","","02-MAR-2015","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","AVILA"
200136088,"AVILA INVESTMENTS, INC.","","","KNA","Saint Kitts and Nevis","","",NA,"01-SEP-2009","","","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","AVILA"
200137531,"AVILA PROPERTIES CORPORATION","","","KNA","Saint Kitts and Nevis","","",NA,"04-AUG-2010","","03-SEP-2012","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","AVILA"
240082057,"INMOBILIARIA PIE DEL AVILA, S.A","","","","","","",NA,"","","","","Active","","4462","","","Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)","Provider data is current through 2018","","AVILA"
55026732,"AVILA SAILING LTD","","","MLT","Malta","","",NA,"01-JUN-2004","","","","In Dissolution","","C34056","MLT","Malta","Paradise Papers - Malta corporate registry","Malta corporate registry data is current through 2016","","AVILA"
85048102,"OROZCO CONSTRUCTION","","","AW","Aruba","","",NA,"25-MAY-2015","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","OROZCO"
10008974,"QUINTANA CORPORATION","QUINTANA CORPORATION","","SAM","Samoa","","MOSSACK FONSECA & CO. (SINGAPORE) PTE LTD.  19 KEPPEL ROAD #03-05, 3RD STOREY JIT POH BUILDING SINGAPORE 089058 REPUBLIC OF SINGAPORE *S.I.*",1004706,"16-MAR-2007","","","","Active","Mossack Fonseca","31743","SGP","Singapore","Panama Papers","The Panama Papers data is current through 2015","","QUINTANA"
10028949,"QUINTANA GRUPPO LTD.","QUINTANA GRUPPO LTD.","","SEY","Seychelles","","MOSSACK FONSECA & CO. CZECH INC. LEVEL 5; DEVELOPMENT BANK OF SAMOA BUILDING; BEACH ROAD; APIA; SAMOA  ATTN: MS. CHRISTINA CORNELIA VAN DEN BERG",215932,"26-APR-2013","","","","Active","Mossack Fonseca","123867","WSM","Samoa","Panama Papers","The Panama Papers data is current through 2015","","QUINTANA"
10166999,"QUINTANA ASOCIADOS S.A.","QUINTANA ASOCIADOS S.A.","","PMA","Panama","","MOSSACK FONSECA & CO. MOSSFON BUILDING CALLE 54 ESTE PANAMA, REPUBLICA DE PANAMA",7495,"09-OCT-1986","","09-JAN-1988","","Shelf company not possible to sell","Mossack Fonseca","","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","QUINTANA"
20160404,"QUINTANA VENTURES LTD.","QUINTANA VENTURES LTD.","","BAH","Bahamas","","",160404,"12-OCT-2010","","","","","","160404B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","QUINTANA"
55039019,"SP QUINTANA MALTA LIMITED","","","MLT","Malta","","",NA,"15-SEP-2008","","","","In Dissolution","","C45114","MLT","Malta","Paradise Papers - Malta corporate registry","Malta corporate registry data is current through 2016","","QUINTANA"
55054989,"OJEDA SHIPPING LIMITED","","","MLT","Malta","","",NA,"27-FEB-2013","","","","","","C59489","MLT","Malta","Paradise Papers - Malta corporate registry","Malta corporate registry data is current through 2016","","OJEDA"
10095636,"VALLEJO GROUP LTD.","VALLEJO GROUP LTD.","","BVI","British Virgin Islands","","ORION HOUSE SERVICES (HK) LIMITED ROOM 1401; 14/F.; WORLD COMMERCE  CENTRE; HARBOUR CITY; 7-11 CANTON ROAD; TSIM SHA TSUI; KOWLOON; HONG KONG",552814,"06-FEB-2003","19-JUN-2009","31-OCT-2009","","Defaulted","Mossack Fonseca","532769","HKG","Hong Kong","Panama Papers","The Panama Papers data is current through 2015","","VALLEJO"
10116304,"VALLEJO S.A.","VALLEJO S.A.","","BVI","British Virgin Islands","","HERALD TRUST COMPANY LIMITED 8 HILL STREET ST. HELIER, JERSEY JE4 9XB CHANNEL ISLANDS",569770,"11-APR-2005","29-JAN-2008","31-OCT-2008","","Dissolved","Mossack Fonseca","650827","JEY","Jersey","Panama Papers","The Panama Papers data is current through 2015","","VALLEJO"
20106913,"VALLEJO VENTURES INC.","VALLEJO VENTURES INC.","","BAH","Bahamas","","",106913,"24-MAR-2000","","31-AUG-2002","","","","106913B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","VALLEJO"
85044709,"VALLEJO GENERAL CONTRACTOR","","","AW","Aruba","","",NA,"05-DEC-2012","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","VALLEJO"
85048085,"VALLEJO GENERAL CONTRACTOR & MORE VBA - VALLEJO GENERAL CONTRACTOR & MORE","","","AW","Aruba","","",NA,"12-SEP-2014","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","VALLEJO"
20132407,"CEDENO LIMITED","CEDENO LIMITED","","BAH","Bahamas","","",132407,"20-JUL-2004","","01-JAN-2010","","","","132407B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","CEDENO"
10010794,"J.J. TELLO,S.A.","J.J. TELLO,S.A.","","PMA","Panama","","ING. EDMUND J. WARD APARTADO 0819-03547 PANAMA, REPUBLICA DE PANAMA",14960,"24-OCT-1994","19-APR-1996","24-JAN-1996","","Changed agent","Mossack Fonseca","","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","TELLO"
10034355,"TELLO CORP.","TELLO CORP.","","PMA","Panama","","FIDUCIAIRE C.I.B.G. SA 39, AVENUE DE LA GARE L-1611 LUXEMBOURG",21476,"05-JUL-2002","18-JAN-2010","15-JAN-2010","","Defaulted","Mossack Fonseca","85","LUX","Luxembourg","Panama Papers","The Panama Papers data is current through 2015","","TELLO"
55077410,"RAMAL CONSTRUCTIONS LIMITED","","","MLT","Malta","","",NA,"","","","","Pending","","C79356","MLT","Malta","Paradise Papers - Malta corporate registry","Malta corporate registry data is current through 2016","","RAMAL"
10019252,"ZAMORA EDITORES LTDA.","ZAMORA EDITORES LTDA.","","SEY","Seychelles","","MOSSACK FONSECA & CO. (PERU) CORP. SAFFREY SQUARE SUITE 205; BANK LANE P. O. BOX N-8188 NASSAU; BAHAMAS **S.I.**",207598,"10-MAY-2007","09-JAN-2009","31-DEC-2008","","Defaulted","Mossack Fonseca","036912","BHS","Bahamas","Panama Papers","The Panama Papers data is current through 2015","","ZAMORA"
10019936,"ZAMORA LIMITED","ZAMORA LIMITED","","SEY","Seychelles","","CANNON ASSET MANAGEMENT LTD. P.O. BOX 393 KINGSWAY HOUSE HAVILLAND STREET ST. PETER PORT, GUERNSEY GY1 3FN CHANNEL ISLANDS S.I.",204183,"04-JAN-2006","02-JAN-2014","31-DEC-2013","","Defaulted","Mossack Fonseca","025249","GGY","Guernsey","Panama Papers","The Panama Papers data is current through 2015","","ZAMORA"
168827,"ZAMORA FINANCE LIMITED","","","COOK","Cook Islands","Standard International Company","",NA,"24-JAN-1992","","","","Struck / Defunct / Deregistered","Portcullis Trustnet","234592","XXX","Not identified","Offshore Leaks","The Offshore Leaks data is current through 2010","","ZAMORA"
20035192,"ZAMORA INTERNATIONAL LTD.","ZAMORA INTERNATIONAL LTD.","","BAH","Bahamas","","",35192,"08-AUG-1995","","01-JAN-1998","","","","35192B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ZAMORA"
20067557,"ZAMORA INCORPORATED LTD.","ZAMORA INCORPORATED LTD.","","BAH","Bahamas","","",67557,"23-OCT-1997","","31-DEC-1998","","","","67557B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ZAMORA"
20136745,"ZAMORA INVEST S.A.","Zamora Invest S.A.","","BAH","Bahamas","","",136745,"12-APR-2005","","","","","","136745B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ZAMORA"
20139068,"ZAMORA PLAINES LTD.","ZAMORA PLAINES LTD.","","BAH","Bahamas","","",139068,"15-JUN-2005","","","","","","139068B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ZAMORA"
20152321,"ZAMORA MANAGEMENT LIMITED","Zamora Management Limited","","BAH","Bahamas","","",152321,"28-JAN-2008","","","","","","152321B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ZAMORA"
82009457,"ZAMORA GLOBAL LIMITED","","","VG","British Virgin Islands","","",NA,"24-AUG-2009","","","","","Appleby","1545188","VGB","British Virgin Islands","Paradise Papers - Appleby","Appleby data is current through 2014","","ZAMORA"
200134647,"ZAMORA LTD.","","","KNA","Saint Kitts and Nevis","","",NA,"01-AUG-2008","","30-JAN-2015","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","ZAMORA"
240029595,"ZAMORA CORPORATE LIMITED","","","BVI","British Virgin Islands","Business Corporation","",NA,"28-APR-2011","","","","Active","","1645826","VGB","British Virgin Islands","Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)","Provider data is current through 2017","","ZAMORA"
10006171,"ESTRELLA CAPITAL ESTATES LLC","ESTRELLA CAPITAL ESTATES LLC","","NEV","Nevada","","MOSSACK FONSECA & CO. (PERU) CORP. SAFFREY SQUARE SUITE 205; BANK LANE P. O. BOX N-8188 NASSAU; BAHAMAS **S.I.**",121848,"19-JAN-2011","07-FEB-2015","01-FEB-2015","","Defaulted","Mossack Fonseca","E0041792011-9","BHS","Bahamas","Panama Papers","The Panama Papers data is current through 2015","","ESTRELLA"
10020141,"ESTRELLA CAPITAL GROUP LTD.","ESTRELLA CAPITAL GROUP LTD.","","SEY","Seychelles","","SYNTHESA MANAGEMENT S.A. 1, RUE MARIGNAC CASE POSTALE 41 1211 GENEVA 12 SWITZERLAND",210769,"14-MAY-2009","","31-DEC-2013","","Dissolved","Mossack Fonseca","061772","CHE","Switzerland","Panama Papers","The Panama Papers data is current through 2015","","ESTRELLA"
10038485,"ESTRELLA CAPITAL S.A.","ESTRELLA CAPITAL S.A.","","PMA","Panama","","MR. RENZO BONDESAN AND MRS. CINZIA SOMAINI 18, QUAI JEAN-CHARLES REY    LE MANTEGNA 98000 MONACO",29479,"14-MAR-2005","","","","Active","Mossack Fonseca","7","MCO","Monaco","Panama Papers","The Panama Papers data is current through 2015","","ESTRELLA"
10088979,"ESTRELLA CAPITAL LIMITED","ESTRELLA CAPITAL LIMITED","","BVI","British Virgin Islands","","DALE INTERNATIONAL TRUST COMPANY LIMITED  3RD FLOOR; TOWER A; 1 CYBERCITY EBENE; MAURITIUS",535679,"07-MAR-2000","06-MAY-2005","31-OCT-2005","","Dissolved","Mossack Fonseca","373425","MUS","Mauritius","Panama Papers","The Panama Papers data is current through 2015","","ESTRELLA"
10137559,"ESTRELLA RESOURCES LIMITED","ESTRELLA RESOURCES LIMITED","","BVI","British Virgin Islands","","BTT FIDUCIARY SERVICES (SUISSE) S.A. COURS DE RIVE 6 PO BOX 3603 GENEVE 1211, GENEVA SWITZERLAND",598786,"11-SEP-2008","18-DEC-2013","30-APR-2015","","Inactivated","Mossack Fonseca","","CHE","Switzerland","Panama Papers","The Panama Papers data is current through 2015","","ESTRELLA"
10146231,"ESTRELLA GLOBAL ENTERPRISES, INC.","Estrella Global Enterprises, Inc.","","BVI","British Virgin Islands","","BALD EAGLE SERVICES S.A. (BVI) BRITANNIA HOUSE 8 OLD BAKERY STREET VALLETTA VLT1450, MALTA ISLAND MALTA",6017970,"31-JAN-2011","","31-OCT-2015","","Defaulted","Mossack Fonseca","","MLT","Malta","Panama Papers","The Panama Papers data is current through 2015","","ESTRELLA"
10157288,"ESTRELLA DEL SUR EMPRESA DE COMERCIO S.A.","ESTRELLA DEL SUR EMPRESA DE COMERCIO S.A.","","PMA","Panama","","PROBUS  COMPAGNIE S.A. CASE  POSTALE 1988 1211 GENEVE 1  SWITZERLAND *S.I.*",61605,"","09-MAR-2011","01-APR-1001","","Inactivated","Mossack Fonseca","","CHE","Switzerland","Panama Papers","The Panama Papers data is current through 2015","","ESTRELLA"
10154121,"ESTRELLA ORIENTAL HOLDING LTD.","ESTRELLA ORIENTAL HOLDING LTD.","","BVI","British Virgin Islands","","AOS CONSULTING LIMITED ATTN.: OXANA UTENKOVA; RIETUMU CAPITAL CENTRE 3RD FLOOR; 7 VESETAS STREET; RIGA LV-1013; RIGA LATVIA",6038114,"25-SEP-2012","","","","Active","Mossack Fonseca","","LVA","Latvia","Panama Papers","The Panama Papers data is current through 2015","","ESTRELLA"
10165167,"FUNDACION ESTRELLA DEL NORTE","FUNDACION ESTRELLA DEL NORTE","","PMA","Panama","","FUNDACION ESTRELLA DEL NORTE MOSSFON BUILDING. 54TH STREET P.O. BOX 0832-0886; W.T.C.  PANAMA; REPUBLIC OF PANAMA",702121,"26-OCT-2006","08-AUG-2008","15-JAN-2009","","Resigned as agent","Mossack Fonseca","","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","ESTRELLA"
10168474,"FUNDACION ESTRELLA DEL NORTE","FUNDACION ESTRELLA DEL NORTE","","PMA","Panama","","MOSSFON MANAGERS LTD. SAFFREY SQUARE; SUITE 205; BANK LANE P.O. BOX N-8188 NASSAU **S.I**; NEW PROVIDENCE ISLAND BAHAMAS",702122,"02-NOV-2006","08-AUG-2008","15-JAN-2010","","Resigned as agent","Mossack Fonseca","96","BHS","Bahamas","Panama Papers","The Panama Papers data is current through 2015","","ESTRELLA"
10185422,"COMPAÑIA ALTO DE LA ESTRELLA S.A.","COMPAÑIA ALTO DE LA ESTRELLA S.A.","","PMA","Panama","","BHAGANI & CO. STATION HOUSE 11 MASONS AVENUE HARROW; MIDDLESEX HA3 5AH ENGLAND; UNITED KINGDOM",9694,"26-NOV-1987","31-JAN-1996","26-FEB-1989","","Bad debt account","Mossack Fonseca","","GBR","United Kingdom","Panama Papers","The Panama Papers data is current through 2015","","ESTRELLA"
20044159,"ESTRELLA HOLDINGS LTD. LDC","ESTRELLA HOLDINGS LTD. LDC","","BAH","Bahamas","","",44159,"21-MAY-1996","","01-JAN-2000","","","","44159B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ESTRELLA"
20048692,"LA ESTRELLA LIMITED","LA ESTRELLA LIMITED","","BAH","Bahamas","","",48692,"07-OCT-1996","","01-JAN-2000","","","","48692B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ESTRELLA"
20093151,"ESTRELLA INVEST LTD.","ESTRELLA INVEST LTD.","","BAH","Bahamas","","",93151,"14-JUL-1999","","","","","","93151B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ESTRELLA"
20086361,"ESTRELLA TRADING LIMITED","ESTRELLA TRADING LIMITED","","BAH","Bahamas","","",86361,"04-FEB-1999","","10-APR-2003","","","","86361B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ESTRELLA"
20125850,"ESTRELLA LIMITED","ESTRELLA LIMITED","","BAH","Bahamas","","",125850,"02-JAN-2003","","","","","","125850B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ESTRELLA"
20155575,"ESTRELLA INTERNATIONAL CORP.","ESTRELLA INTERNATIONAL CORP.","","BAH","Bahamas","","",155575,"20-NOV-2008","","","","","","155575B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ESTRELLA"
20147623,"ESTRELLA BRIGHT LTD.","Estrella Bright Ltd.","","BAH","Bahamas","","",147623,"13-MAR-2007","","","","","","147623B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ESTRELLA"
20171894,"ESTRELLA INVERSIONES LTD.","Estrella Inversiones Ltd.","","BAH","Bahamas","","",171894,"11-SEP-2014","","","","","","171894B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ESTRELLA"
82012545,"ESTRELLA CHILENA LTD.","","","GG","Guernsey","","",NA,"","","","","","Appleby","","","","Paradise Papers - Appleby","Appleby data is current through 2014","","ESTRELLA"
82009227,"ESTRELLA DEVELOPMENTS LIMITED","","","VG","British Virgin Islands","","",NA,"08-MAY-2009","","","","","Appleby","1531073","VGB","British Virgin Islands","Paradise Papers - Appleby","Appleby data is current through 2014","","ESTRELLA"
82018379,"ZZZ-ESTRELLA ENTERPRISES LTD","","","VG","British Virgin Islands","","",NA,"10-MAY-1990","","","","","Appleby","29332","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014","","ESTRELLA"
85011725,"ESTRELLA A.V.V.","","","AW","Aruba","","",NA,"06-JUN-1991","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Liquidation date.","ESTRELLA"
85000914,"REFRESQUERIA LA ESTRELLA","","","AW","Aruba","","",NA,"31-DEC-1969","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","ESTRELLA"
85001275,"CARNICERIA ESTRELLA","","","AW","Aruba","","",NA,"02-APR-1973","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","ESTRELLA"
85001857,"ESTRELLA SELFSERVICE","","","AW","Aruba","","",NA,"01-SEP-1970","","31-DEC-1991","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","ESTRELLA"
85002269,"ESTRELLA FARM","","","AW","Aruba","","",NA,"31-DEC-1969","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","ESTRELLA"
85002754,"REFRESQUERIA LA ESTRELLA","","","AW","Aruba","","",NA,"03-NOV-1976","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","ESTRELLA"
85002924,"ESTRELLA DAKOTA SUPERMARKET","","","AW","Aruba","","",NA,"31-DEC-1969","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","ESTRELLA"
85005117,"ESTRELLA VIDEO RENTALS","","","AW","Aruba","","",NA,"01-NOV-1983","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","ESTRELLA"
85005145,"PASTELLERIA ESTRELLA","","","AW","Aruba","","",NA,"09-DEC-1983","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","ESTRELLA"
85005146,"PASTELERIA ESTRELLA","","","AW","Aruba","","",NA,"09-DEC-1983","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","ESTRELLA"
85004114,"ESTRELLA CHICKENFARM","","","AW","Aruba","","",NA,"20-MAR-1981","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","ESTRELLA"
85004451,"PANADERIA ESTRELLA","","","AW","Aruba","","",NA,"01-MAR-1982","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","ESTRELLA"
