"","address_original","lon","lat","type","loctype","address","north","south","east","west"
"674","CAYA FRERE BONIFACIUS 3, APT. 1, ORANJESTAD WEST",-70.0376545,12.5346908,"route","geometric_center","caya frere bonifacius, oranjestad, aruba",12.5360481,12.5332752,-70.0364044697085,-70.0391024302915
"675","CAYA FRERE BONIFACIUS 3, ORANJESTAD WEST",-70.0376545,12.5346908,"route","geometric_center","caya frere bonifacius, oranjestad, aruba",12.5360481,12.5332752,-70.0364044697085,-70.0391024302915
"676","CAYA FRERE EDUARDO 21, ORANJESTAD WEST",-70.0355786,12.5337172,"street_address","range_interpolated","caya frere eduardo 21, oranjestad, aruba",12.5350661802915,12.5323682197085,-70.0342296197085,-70.0369275802915
"677","SANTA CRUZ Z/N, SANTA CRUZ",-122.0307963,36.9741171,"locality","approximate","santa cruz, ca, usa",37.0108422,36.9409339,-121.9862189,-122.1087411
"678","TANKI FLIP 38-G, NOORD",-70.0303823,12.5466786,"subpremise","range_interpolated","g, tanki flip 38, noord, aruba",12.5480275802915,12.5453296197085,-70.0290333197085,-70.0317312802915
"679","WAYACA 31-C, ORANJESTAD OOST",-70.0066301,12.5067051,"premise","rooftop","wayaca 31c, oranjestad, aruba",12.5080294802915,12.5053315197085,-70.0052333197085,-70.0079312802915
"680","CAYA FRERE ANDREAS 4, APT. #1, ORANJESTAD WEST",-70.0358228,12.5344349,"subpremise","rooftop","1, caya frere andreas 4, oranjestad, aruba",12.5357675802915,12.5330696197085,-70.0344843197085,-70.0371822802915
"681","KAMAY 4, NOORD",-70.0331944,12.5759395,"neighborhood","approximate","kamay, noord, aruba",12.5782297,12.5733187,-70.0300312,-70.0377963
"682","BOEGOEROEI 49-B, NOORD",-70.0333151,12.556393,"subpremise","range_interpolated","b, boegoeroei 49, noord, aruba",12.5577419802915,12.5550440197085,-70.0319661197085,-70.0346640802915
"683","BYRONSTRAAT 8, ORANJESTAD OOST",-70.0286418,12.5147002,"route","geometric_center","byronstraat, oranjestad, aruba",12.51655,12.5129674,-70.0272862697085,-70.0299842302915
"684","141, MRIEHEL STREET, BIRKIRKARABKR 1649, MALTA",14.458335,35.8928701,"establishment","geometric_center","mriehel, triq l-imdina, balzan, malta",35.8942111802915,35.8915132197085,14.4596846802915,14.4569867197085
"685","Andersen Business Services, Inc. Frunzenskaya Nab., 40 Moscow, 119270 Russia RT BVI",-64.639968,18.420695,"country","approximate","british virgin islands",18.8916392,18.2106868,-64.1207465,-64.9565265
"686","Goodwin Management Corporation 13 Bldg. 1, Armianskly per, 3 flr. Moscow 101000 Russia RT BVI",37.6387885,55.7584399,"establishment","rooftop","pokrovka st, 1/13/6с2, moskva, russia, 101000",55.7596893802915,55.7569914197085,37.6402073802915,37.6375094197085
"687","Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",-97.1193193,32.8662816,"street_address","rooftop","2929 windstone ct e, bedford, tx 76021, usa",32.8675358802915,32.8648379197085,-97.1179711197085,-97.1206690802915
"688","Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",-0.0084645,51.4797224,"subpremise","rooftop","304, 4 stockwell st, london se10 9bd, uk",51.4810432802915,51.4783453197085,-0.00715321970849797,-0.00985118029150203
"689","American Corporate Services, Inc. 2076 16th Avenue Suite A San Francisco, CA  94116-1238 USA RT BVI",-122.4194155,37.7749295,"locality","approximate","san francisco, ca, usa",37.812,37.7034,-122.3482,-122.527
"690","Alesta Consulting, S.A. INVOICE BY EMAIL ONLY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","G.S.L. Law & Consulting SHIPPING ADDRESS: Russian Federation Billing/Invoice address ONLY: 29A Anna Komnini Street P.O. Box 22303 1520 Nicosia Cyprus",144.9647329,-37.7451373,"establishment","rooftop","level 1, suite 4/15 munro st, coburg vic 3058, australia",-37.7437883197085,-37.7464862802915,144.966081880292,144.963383919708
"692","ORANJESTAD VRIJE ZONE Z/N, ORANJESTAD WEST",-70.0443594,12.5337906,"political","approximate","oranjestad-west, aruba",12.5560715,12.5143048,-70.0198603,-70.064621
"693","PIEDRA PLAT 23, CENTRO KIBRAHACHA, PARADERA",-69.9946735,12.5274053,"establishment","rooftop","piedra plat 23, aruba",12.5287862302915,12.5260882697085,-69.9932578697085,-69.9959558302915
"694","BLOEMOND 8-B, PARADERA",-69.9989298,12.5377808,"subpremise","range_interpolated","b, bloemond 8, paradera, aruba",12.5391297802915,12.5364318197085,-69.9975808197085,-70.0002787802915
"695","AMICORP (BARBADOS) LTD. 2ND FLOOR ""CARLETON COURT"", HIGH STREET, BRIDGETOWN, ST.MICHAEL, BARBADOS BB11128.",-59.614756,13.0980872,"establishment","geometric_center","high st, bb11015, bb11128, bridgetown, saint michael barbados",13.0994447302915,13.0967467697085,-59.6133756197085,-59.6160735802915
"696","AMICORP (BARBADOS) LTD., CARLETON COURT, HIGHS STREET, BRIDGETOWN, BARBADOS, BB11128.",-59.6132388,13.0971177,"locality","approximate","bridgetown, saint michael barbados",13.1335119,13.0691063,-59.5581653,-59.6350213
"697","'THE ROSE COTTAGE', K. GALEA STREET, BIRKIRKARABKR12, MALTA",14.4644929,35.8961327,"locality","approximate","birkirkara, malta",35.9047313,35.8869883,14.4781892,14.4521216
"698","FLAVIO MONTENEGRO GRUPO TIR  KM. 29.5 CARRETERA A EL SALVADOR; EDIFICIO PLAZA TIGO; TORRE II; NIVEL 4; OFICINA 4C GUATEMALA",-90.4742306,14.4453091,"establishment","geometric_center","29.5, carr. a el salvador, guatemala",14.4466487302915,14.4439507697085,-90.4728679197085,-90.4755658802915
"699","GRUPO SANTANDER BANCA PRIVADA 1401 BRICKELL AVENUE-SUITE 1500 MIAMI, FLORIDA  33131  U.S.A.",-80.1915677,25.7596623,"subpremise","rooftop","1401 brickell ave #1500, miami, fl 33131, usa",25.7610923302915,25.7583943697085,-80.1904084197085,-80.1931063802915
"700","L.G. SMITH BLVD. 62, MIRAMAR BUILDING, SUITE 301, ORANJESTAD WEST",-70.0443594,12.5337906,"political","approximate","oranjestad-west, aruba",12.5560715,12.5143048,-70.0198603,-70.064621
"701","SEROE BIENTO 41, SANTA CRUZ",-122.0307963,36.9741171,"locality","approximate","santa cruz, ca, usa",37.0108422,36.9409339,-121.9862189,-122.1087411
"702","ALFARO, FERRER & RAMIREZ (BVI) LIMITED, P. O. BOX 915, ROAD TOWN, TORTOLA, BRITISH VIRGIN ISLANDS.",-79.5214087,8.9851632,"establishment","geometric_center","avenida samuel lewis, p.h. edificio afra, xfph+3c8, c. 54 este, panamá, provincia de panamá, panama",8.9864769302915,8.9837789697085,-79.5201214697085,-79.5228194302915
"703","ESQUIVEL & ASOCIADOS; S.A. LA URUCA DE LAS BODEGAS DE LA LIGA DE LA CANA; 100 MTS SUR Y 150 MTS OESTE SAN JOSÉ; COSTA RICA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","CABRERA SOLANO Y ASOCIADOS AVENIDA REFORMA 8-60 ZONA 9; EDIFICIO GALERIAS REFORMA; TORRE I; OFICINA 1201 GUATEMALA; GUATEMALA",-90.5162574,14.6052963,"premise","rooftop","galerías reforma, avenida la reforma 8-60, cdad. de guatemala 01009, guatemala",14.6066225802915,14.6039246197085,-90.5149198197085,-90.5176177802915
"705","LIECHTENSTEINISCHE LANDESBANK STAEDTLE 44 P. O. BOX 384 9490 VADUZ LIECHTENSTEIN",9.5223422,47.1382826,"atm","rooftop","städtle 44, 9490 vaduz, liechtenstein",47.1396292302915,47.1369312697085,9.5237670302915,9.5210690697085
"706","LEMOSTAR TRADE S.A. ZONAMERICA CP 91600 LOCAL 322; OFC. 101 RUTA 8; KM. 17; 500 MONTEVIDEO; URUGUAY",-56.071635,-34.7861667,"subpremise","rooftop","local 322; ofc. 101, ruta 8 km 17.500, 91600 montevideo, departamento de montevideo, uruguay",-34.7809828,-34.7928602,-56.0657969,-56.0782862
"707","CREDIT LYONNAIS 601 BRICKELL KEY DRIVE - SUITE 800 MIAMI, FLORIDA 33131",-80.1861349,25.7669144,"subpremise","rooftop","601 brickell key dr suite 800, miami, fl 33131, usa",25.7683794802915,25.7656815197085,-80.1843575197085,-80.1870554802915
"708","BOS TRUST COMPANY (JERSEY) LIMITED  SECOND FLOOR; FORUM 4; GRENVILLE STREET ST HELIER; JERSEY CHANNEL ISLANDS JE2 4UF",-2.1022567,49.1825032,"street_address","rooftop","4 grenville st, st helier, jersey je2 4uf, jersey",49.1838414802915,49.1811435197085,-2.1008169197085,-2.1035148802915
"709","HSBC PRIVATE BANK 1441 BRICKELL AVENUE; 17TH FLOOR MIAMI; FLORIDA 33131   U.S.A.",-80.1915609,25.7587319,"subpremise","rooftop","1441 brickell ave 17th floor, miami, fl 33131, usa",25.7598625302915,25.7571645697085,-80.1902684697085,-80.1929664302915
"710","STARTING MARKETING LIMITED COMPANY C/O IGMASA GESTIO; S.A C. PRAT DE LA CREU N. 59-61  ESCALERA B; 4  AD 500 ANDORRA LA VELLA PRINCIPADO DE ANDORRA",1.5231982,42.5065185,"establishment","rooftop","carrer prat de la creu, 59-65, ad500 andorra la vella, andorra",42.5079151302915,42.5052171697085,1.5245262302915,1.5218282697085
"711","IGMASA MANAGEMENT BAIXADA DEL MOLÍ 15 ED. MOLÍ 2, 1º AD500 ANDORRA LA VELLA PRINCIPADO DE ANDORRA",1.5188167,42.5046848,"street_address","rooftop","baixada del molí, 15, ad500 andorra la vella, andorra",42.5060252302915,42.5033272697085,1.5201412302915,1.5174432697085
"712","JC CONSULTING CO. SARL PLACE DE LA FUSTERIE 9 - 11 1204 GENEVE  SWITZERLAND",6.146143,46.20374,"subpremise","rooftop","pl. de la fusterie 9-11, 1204 genève, switzerland",46.2054391302915,46.2027411697085,6.1475393302915,6.1448413697085
"713","ENRIQUETA CASAÑAS CALLE MAYOR,7 25244 FONDARELLA LLEIDA SPAIN",0.8740871,41.634355,"locality","approximate","25244 fondarella, lleida, spain",41.6369402,41.6294617,0.8840996,0.8699442
"714","CANNON ASSET MANAGEMENT LTD. P.O. BOX 393 KINGSWAY HOUSE HAVILLAND STREET ST. PETER PORT, GUERNSEY GY1 3FN CHANNEL ISLANDS S.I.",-2.5412601,49.4557122,"route","geometric_center","havilland st, guernsey gy1, guernsey",49.4569164302915,49.4542184697085,-2.5398010697085,-2.5424990302915
"715","PATIASTRAAT 34, ORANJESTAD OOST",-70.018884,12.514252,"street_address","range_interpolated","patiastraat 34, oranjestad, aruba",12.5156589802915,12.5129610197085,-70.0174692197085,-70.0201671802915
"716","DR. HORACIO ODUBER BLVD. 2, ORANJESTAD WEST",-70.0591581,12.5428818,"establishment","geometric_center","dr. horacio e. oduber boulevard #1, oranjestad, aruba",12.5441339302915,12.5414359697085,-70.0577644197085,-70.0604623802915
"717","EMANSTRAAT 61, ORANJESTAD OOST",-70.0339857,12.5209915,"street_address","range_interpolated","john g. emanstraat 61, oranjestad, aruba",12.5223404802915,12.5196425197085,-70.0326367197085,-70.0353346802915
"718","IBC'S SERVICES INCORPORATED, ""CEDAR COURT"", WILDEY BUSINESS PARK, WILDEY, ST.MICHAEL, BARBADOS, BB14006.",-59.5857399,13.0938708,"establishment","geometric_center","3cv7+gpr, u.s. embassy rd, bridgetown, saint michael barbados",13.0950861302915,13.0923881697085,-59.5845033697085,-59.5872013302915
"719","29, ST MARY STREET, BIRKIRKARA, MALTA",14.4644929,35.8961327,"locality","approximate","birkirkara, malta",35.9047313,35.8869883,14.4781892,14.4521216
"720","60 TIGNE STREET, SLIEMA, MALTA",14.5029008,35.9111052,"neighborhood","approximate","tigné, malta",35.9190991,35.9053452,14.5151404,14.4935605
"721","205, 2ND FLOOR, TOWER BUSINESS CENTRE, TOWER STREET, SWATAR, BIRKIRKARA, MALTA",14.4760527,35.8993597,"book_store","geometric_center","triq it-torri, vfxg+pcv, swatar, malta",35.9007461802915,35.8980482197085,14.4774264302915,14.4747284697085
"722","BANQUE PASCHE S.A. CIC PRIVATE BANKING 10, RUE DE HOLLANDE 1204 GENEVA SWITZERLAND",6.141986,46.2028469,"premise","rooftop","rue de hollande 10, 1204 genève, switzerland",46.2042299302915,46.2015319697085,6.1433440802915,6.1406461197085
"723","MOSSACK FONSECA & CO. (U.K.) LIMITED INVISION HOUSE WILBURY WAY, HITCHIN HERTFORDSHIRE SG4 OTW UNITED KINGDOM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","RENE SANCHEZ ED. LAS CAMARAS AV. FCO. ORELLANA  Y MIGUEL H. ALCIVAR PISO 9 OF. 901 GUAYAQUIL - ECUADOR",-79.8972222,-2.1580556,"establishment","rooftop","dr. luis orrantia cornejo 808, guayaquil 090512, ecuador",-2.1567349197085,-2.1594328802915,-79.8957718197085,-79.8984697802915
"725","GONZALO CÓRDOVA & ASOCIADOS CALLE EL VENGADOR  N 37 - 33 Y EL COMERCIO QUITO - ECUADOR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;52/F., Cheung Kong Center 2 Queen's Road Central Hong Kong;Deutsche Bank AG, Hong Kong Floor 52, Cheung Kong Center 2 Queen's Road Central, Hong Kong Attn.: Ms. Annie Ng",-64.6184657,18.4286115,"locality","approximate","road town, british virgin islands",18.4414259,18.4072247,-64.6008539,-64.6308516
"727","Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;52/F., Cheung Kong Center 2 Queen's Road Central Hong Kong",114.1587983,22.2799907,"neighborhood","approximate","central, hong kong",22.2890069,22.2752298,114.1689992,114.1506367
"728","Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;2nd Floor, King's Court 1 Bldg 2129 Pasong Tamo Makati City 1231 Philippines;52/F., Cheung Kong Center 2 Queen's Road Central Hong Kong",121.0244452,14.554729,"locality","approximate","makati, metro manila, philippines",14.5800008,14.529605,121.050076,120.998873
"729","TANKI FLIP 28-L, NOORD",-70.028612,12.545654,"subpremise","rooftop","l, tanki flip 28, noord, aruba",12.5470805802915,12.5443826197085,-70.0272815697085,-70.0299795302915
"730","VICTOR HUGOSTRAAT 10, ORANJESTAD OOST",-70.0276583,12.514975,"premise","rooftop","juluca building, victor hugostraat 10, oranjestad, aruba",12.5163637802915,12.5136658197085,-70.0262757697085,-70.0289737302915
"731","PLANTERSRUST 6-A, ORANJESTAD OOST",-70.0046379,12.5091154,"route","geometric_center","plantersrust, oranjestad, aruba",12.5104799302915,12.5077819697085,-70.0023034,-70.0060253
"732","COSTA RICASTRAAT 6, ORANJESTAD WEST",-70.037807,12.5261198,"route","geometric_center","costa ricastraat, oranjestad, aruba",12.5269565302915,12.5242585697085,-70.0364510197085,-70.0391489802915
"733","CAYA G.F. (BETICO) CROES 85, ORANJESTAD OOST",-70.0322811,12.5194856,"street_address","range_interpolated","caya g. f. betico croes 85, oranjestad, aruba",12.5208345802915,12.5181366197085,-70.0309321197085,-70.0336300802915
"734","C/O CORPORATE MANAGERS (BARBADOS) LTD., FIRST FLOOR, UNITED INSURANCE CENTRE, LOWER BROAD STREET, BRIDGETOWN, BARBADOS.",-59.6180163,13.0977111,"establishment","geometric_center","lower broad st, bridgetown, saint michael barbados",13.0991096802915,13.0964117197085,-59.6166551197085,-59.6193530802915
"735","BALI HAI, FALMOUTH, ST. PHILIP, BARBADOS.",-59.4407403,13.1140833,"establishment","geometric_center","4h75+jpj, belair, saint philip barbados",13.1153890802915,13.1126911197085,-59.4393449197085,-59.4420428802915
"736","INFANTE & PEREZ ALMILLANO CL. 50 Y 74 SAN FRANCISCO; PH 909; PISOS 12 Y 14 APARTADO POSTAL 0830-00142; Z; PANAMA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM",-1.3937379,53.3956697,"establishment","rooftop","p3, airport business park, europa link, tinsley, sheffield s9 1xu, uk",53.3971204302915,53.3944224697085,-1.3923937697085,-1.3950917302915
"738","GONARY S.A. DIVINA COMEDIA 1666 11.500 MONTEVIDEO, URUGUAY",-56.0593413,-34.8870651,"premise","rooftop","divina comedia 1666, 11500 montevideo, departamento de montevideo, uruguay",-34.8857143197085,-34.8884122802915,-56.0580807697085,-56.0607787302915
"739","BAKER TILLY ISLE OF MAN FIDUCIARIES LIMITED P.O. BOX 95 2A LORD STREET, DOUGLAS ISLE OF MAN IM99 1HP BRITISH ISLES",-4.478605,54.148574,"establishment","rooftop","2a lord st, douglas, isle of man im99 1hp, isle of man",54.1498679802915,54.1471700197085,-4.4772608197085,-4.4799587802915
"740","ADRIAAN LACLE BLVD. 4, ORANJESTAD OOST",-70.0304306,12.5128612,"street_address","range_interpolated","adriaan laclé boulevard 4, oranjestad, aruba",12.5142101802915,12.5115122197085,-70.0290816197085,-70.0317795802915
"741","PALM BEACH 454, NOORD",-70.0410957,12.5688208,"street_address","range_interpolated","palm beach 454, noord, aruba",12.5701697802915,12.5674718197085,-70.0397467197085,-70.0424446802915
"742","J.E. IRAUSQUIN BLVD. 64, PARADISE BEACH VILLAS, NOORD",-70.0550347,12.5502683,"establishment","rooftop","j.e. irausquin blvd 64, oranjestad, aruba",12.5516087302915,12.5489107697085,-70.0535990197085,-70.0562969802915
"743","CAYA BEMBE 7, PARADERA",-70.0015117,12.5467273,"route","geometric_center","caya bembe, aruba",12.5479925802915,12.5452946197085,-70.0000239697085,-70.0027219302915
"744","SOCOTOROLAAN 36, ORANJESTAD WEST",-70.037888,12.5234625,"street_address","range_interpolated","socotorolaan 36, oranjestad, aruba",12.5248114802915,12.5221135197085,-70.0365390197085,-70.0392369802915
"745","MACUARIMA 131-A, SANTA CRUZ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","PAVILLAPARK 42, PARADERA",-70.0037382,12.5209118,"route","geometric_center","pavilla park, oranjestad, aruba",12.5223208302915,12.5196228697085,-70.0024431697085,-70.0051411302915
"747","""WARRENS COURT"", #48 WARRENS INDUSTRIAL PARK, WARRENS, ST. MICHAEL, BARBADOS.",-59.6063865,13.1462856,"establishment","rooftop","48 warrens industrial park dr, saint michael barbados",13.1476033302915,13.1449053697085,-59.6050335197085,-59.6077314802915
"748","CMS  HOUSE, THIRD FLOOR, ST. PETER'S STREET, SAN GWANNSGN 2310, MALTA",14.375416,35.937496,"country","approximate","malta",36.0853,35.7850013,14.5765999,14.1801001
"749","LIC. LUIS FERNANDO HERRERA TOLEDO LEGAL CENTER 6 AVENIDA 20-25 ZONA 10 CIUDAD DE GUATEMALA, REPÚBLICA DE GUATEMALA 01010",-90.5122248,14.5896547,"premise","rooftop","6 avenida 20-77, cdad. de guatemala 01010, guatemala",14.5910255302915,14.5883275697085,-90.5109415697085,-90.5136395302915
"750","LUIS CARLOS SERRANO PERALTA DG 136 # 86 - 59 CASA 32 BOGOTA D.C.- COLOMBIA",-74.0813925,4.7337077,"subpremise","rooftop","dg. 136 #86 - 59 casa 32, bogotá, colombia",4.7350750802915,4.7323771197085,-74.0800508197085,-74.0827487802915
"751","HLB FAST & ABS AUDITORES Y CONSULTORES LTDA Calle 102 A#47A-09 NIT 800.159.484-7 BOGOTÁ, COLOMBIA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","David Chong & Co. Office B1, 7/F. Loyong Court 212-220 Lockhart Road Wanchai Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","TOMATENSTRAAT 8, ORANJESTAD OOST",-70.0202635,12.5125269,"street_address","range_interpolated","tomatenstraat 8, oranjestad, aruba",12.5138758802915,12.5111779197085,-70.0189145197085,-70.0216124802915
"754","CAYA G.F. (BETICO) CROES 190-A, ORANJESTAD OOST",-70.0233741,12.5197534,"subpremise","range_interpolated","a, caya g. f. betico croes 190, oranjestad, aruba",12.5211023802915,12.5184044197085,-70.0220251197085,-70.0247230802915
"755","MADIKI 50, ORANJESTAD WEST",-70.0436849,12.533888,"premise","rooftop","madiki 50, oranjestad, aruba",12.5352422802915,12.5325443197085,-70.0423880697085,-70.0450860302915
"756","SABANA LIBER 262, NOORD",-70.0226849,12.5608296,"street_address","range_interpolated","sabana liber 262, noord, aruba",12.5622393802915,12.5595414197085,-70.0212769697085,-70.0239749302915
"757","TANKI LEENDERT 82, LOK 2, NOORD",-70.0198643,12.5379521,"street_address","range_interpolated","tanki leendert 82, oranjestad, aruba",12.5393010802915,12.5366031197085,-70.0185153197085,-70.0212132802915
"758","KORTEWEG 2, ORANJESTAD OOST",-70.0086306,12.5092044,"political","approximate","oranjestad-east, aruba",12.5427504,12.4837244,-69.9823093,-70.036254
"759","CAYA G.F. (BETICO) CROES 190, ORANJESTAD OOST",-70.0233741,12.5197534,"street_address","range_interpolated","caya g. f. betico croes 190, oranjestad, aruba",12.5211023802915,12.5184044197085,-70.0220251197085,-70.0247230802915
"760","CAYA G.F. (BETICO) CROES 111, ORANJESTAD OOST",-70.0304729,12.5193925,"premise","rooftop","caya g. f. betico croes 111, oranjestad, aruba",12.5207264802915,12.5180285197085,-70.0291287697085,-70.0318267302915
"761","CAYA CHARLIE BROUNS SR. 4, LOK. D, SAN NICOLAS ZUID",-69.8776091,12.4227616,"locality","approximate","san nicolas, aruba",12.4444133,12.4111368,-69.864378,-69.9294375
"762","MGR. NIEWINDTSTRAAT 29, SAN NICOLAS ZUID",NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","CURA CABAI 67, SAVANETA",-69.9317129,12.4428639,"route","geometric_center","cura cabai zuid, savaneta, aruba",12.4440278302915,12.4413298697085,-69.9303280197085,-69.9330259802915
"764","LEVE 3, ""ANUTRUF"", TRIQ TAL-HRIEREB, MSIDAMSD 1675, MALTA",14.4874671,35.9006491,"route","geometric_center","triq tal- hriereb, l-imsida, malta",35.9020236802915,35.8993257197085,14.4887071802915,14.4860092197085
"765","ESTUDIO RAUL DOLDAN AMARELLI S.A PARAGUAY 2141 OFICINA 1208",-58.443832,-23.442503,"country","approximate","paraguay",-19.2876589,-27.6069339,-54.258562,-62.6423155
"766","IPIÑA NAGEL ABOGADOS AV. HERNANDO SILES NO. 5259 EDIF. LOS CISNES; MEZZ. NO. 3; OBRAJES LA PAZ BOLIVIA",-68.1090871,-16.5255494,"street_address","rooftop","av hernando siles 5259, la paz, bolivia",-16.5242508197085,-16.5269487802915,-68.1077689197085,-68.1104668802915
"767","CONSADI ASOCIADOS EDIFICIO TORRE LIBERTAD PLAZA DE CAGANCHA 1335 P. 7 MONTEVIDEO 11.000 URUGUAY *S.I.*",-56.1913804,-34.9057325,"establishment","geometric_center","3rv5+pc5 cagancha square, av. 18 de julio, 11100 montevideo, departamento de montevideo, uruguay",-34.9044398697085,-34.9071378302915,-56.1900295197085,-56.1927274802915
"768","KAREL BENTATA ZLIECHOVEC CALLE 94A NO. 7A-95 BOGOTA COLOMBIA",-74.0432774,4.67636,"premise","rooftop","cl. 94a #7a-95, bogotá, colombia",4.6777348302915,4.6750368697085,-74.0419387697085,-74.0446367302915
"769","SEROE BLANCO 56-A, ORANJESTAD OOST",-70.0221328,12.528243,"subpremise","rooftop","a, seroe blanco 56, oranjestad, aruba",12.5295413802915,12.5268434197085,-70.0207451697085,-70.0234431302915
"770","SEROE BLANCO 52-E, ORANJESTAD OOST",-70.022246,12.528048,"subpremise","rooftop","e, seroe blanco 52, oranjestad, aruba",12.5294074302915,12.5267094697085,-70.0208764197085,-70.0235743802915
"771","J.E. IRAUSQUIN BLVD. 20-A, ORANJESTAD WEST",-70.0564932,12.5340803,"subpremise","range_interpolated","a, j.e. irausquin blvd 20, aruba",12.5354292802915,12.5327313197085,-70.0551442197085,-70.0578421802915
"772","URATACA 6-C, APT., SANTA CRUZ",-122.0307963,36.9741171,"locality","approximate","santa cruz, ca, usa",37.0108422,36.9409339,-121.9862189,-122.1087411
"773","CAYA G.F. (BETICO) CROES 77, ORANJESTAD OOST",-70.0327275,12.5197958,"street_address","rooftop","caya g. f. betico croes 77, oranjestad, aruba",12.5210149802915,12.5183170197085,-70.0313926697085,-70.0340906302915
"774","SABANA BASORA 125, SAVANETA",-69.9658352,12.4705214,"route","geometric_center","sabana basora, savaneta, aruba",12.4714665,12.4681613,-69.9613382,-69.9660141
"775","OTAHEITISTRAAT 45, SAN NICOLAS ZUID",-69.8776091,12.4227616,"locality","approximate","san nicolas, aruba",12.4444133,12.4111368,-69.864378,-69.9294375
"776","BUITENLAND",4.2314198,51.1152482,"political","approximate","buitenland, 2880 bornem, belgium",51.1165971802915,51.1138992197085,4.2327687802915,4.2300708197085
"777","DRIEMASTERSTRAAT 46, ORANJESTAD WEST",-70.0398596,12.5293042,"street_address","range_interpolated","driemasterstraat 46, oranjestad, aruba",12.5306531802915,12.5279552197085,-70.0385106197085,-70.0412085802915
"778","POS CHIQUITO 100-A, SAVANETA",-69.9706666,12.4674061,"neighborhood","approximate","pos chiquito, savaneta, aruba",12.474616,12.4609241,-69.9631584,-69.9761724
"779","CAYA G.F. (BETICO) CROES 108, LOK. #3, ORANJESTAD OOST",-70.0324624,12.5193542,"street_address","range_interpolated","caya g. f. betico croes 108, oranjestad, aruba",12.5207778302915,12.5180798697085,-70.0311048697085,-70.0338028302915
"780","CAYA G.F. (BETICO) CROES 108, LOK 3, ORANJESTAD OOST",-70.0324624,12.5193542,"street_address","range_interpolated","caya g. f. betico croes 108, oranjestad, aruba",12.5207778302915,12.5180798697085,-70.0311048697085,-70.0338028302915
"781","WINDSTRAAT 36, APT 5, ORANJESTAD OOST",-70.031512,12.5201069,"subpremise","range_interpolated","5, windstraat 36, oranjestad, aruba",12.5215418302915,12.5188438697085,-70.0301569197085,-70.0328548802915
"782","BARCADERA 99, SANTA CRUZ",-69.9940098,12.4845226,"street_address","range_interpolated","barcadera 99, oranjestad, aruba",12.4858715802915,12.4831736197085,-69.9926608197085,-69.9953587802915
"783","HENDRIKSTRAAT 7, ORANJESTAD OOST",-70.0356711,12.5207413,"street_address","rooftop","hendrikstraat 7, oranjestad, aruba",12.5220833302915,12.5193853697085,-70.0342376697085,-70.0369356302915
"784","NOORD 23, NOORD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","J.E. IRAUSQUIN BLVD. 10, NOORD",-70.055501,12.5338581,"premise","rooftop","j.e. irausquin blvd 10, oranjestad, aruba",12.5352655302915,12.5325675697085,-70.0541681197085,-70.0568660802915
"786","PALM BEACH 472, NOORD",-70.0410957,12.5688208,"street_address","range_interpolated","palm beach 472, noord, aruba",12.5701697802915,12.5674718197085,-70.0397467197085,-70.0424446802915
"787","""THE LOFT"" SUITE 205F, LIMEGROVE LIFESTYLE CENTRE, HOLETOWN, ST.JAMES, BARBADOS.",-59.6359422,13.1865448,"beauty_salon","geometric_center","holetown, saint james barbados",13.1878706802915,13.1851727197085,-59.6345275697085,-59.6372255302915
"788","20/1 REPUBLIC STREET, VALLETTAVLT1111, MALTA",14.5115393,35.897698,"subpremise","range_interpolated","20, 1 republic st, valletta, malta",35.8990215302915,35.8963235697085,14.5129115802915,14.5102136197085
"789","NORTHERN TRUST  600 BRICKELL AVENUE MIAMI, FLORIDA  33131",-80.1910373,25.7674922,"establishment","rooftop","600 brickell ave unit 2400, miami, fl 33131, usa",25.7687801802915,25.7660822197085,-80.1894104697085,-80.1921084302915
"790","74 Liesse Hill, VALLETTA, MALTA",14.5135769,35.8953476,"street_address","range_interpolated","74 liesse, il-belt valletta, malta",35.8966965802915,35.8939986197085,14.5149258802915,14.5122279197085
